"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths
	"Esophagus"	"21010"	"Kansas"	"20"	"2000"	"2000"	"Male"	"M"	71
	"Esophagus"	"21010"	"Kansas"	"20"	"2001"	"2001"	"Female"	"F"	27
	"Esophagus"	"21010"	"Kansas"	"20"	"2001"	"2001"	"Male"	"M"	91
	"Esophagus"	"21010"	"Kansas"	"20"	"2002"	"2002"	"Female"	"F"	24
	"Esophagus"	"21010"	"Kansas"	"20"	"2002"	"2002"	"Male"	"M"	73
	"Esophagus"	"21010"	"Kansas"	"20"	"2003"	"2003"	"Male"	"M"	92
	"Esophagus"	"21010"	"Kansas"	"20"	"2004"	"2004"	"Female"	"F"	26
	"Esophagus"	"21010"	"Kansas"	"20"	"2004"	"2004"	"Male"	"M"	88
	"Esophagus"	"21010"	"Kansas"	"20"	"2005"	"2005"	"Female"	"F"	20
	"Esophagus"	"21010"	"Kansas"	"20"	"2005"	"2005"	"Male"	"M"	83
	"Esophagus"	"21010"	"Kansas"	"20"	"2006"	"2006"	"Female"	"F"	18
	"Esophagus"	"21010"	"Kansas"	"20"	"2006"	"2006"	"Male"	"M"	103
	"Esophagus"	"21010"	"Kansas"	"20"	"2007"	"2007"	"Female"	"F"	19
	"Esophagus"	"21010"	"Kansas"	"20"	"2007"	"2007"	"Male"	"M"	92
	"Esophagus"	"21010"	"Kansas"	"20"	"2008"	"2008"	"Female"	"F"	21
	"Esophagus"	"21010"	"Kansas"	"20"	"2008"	"2008"	"Male"	"M"	100
	"Esophagus"	"21010"	"Kansas"	"20"	"2009"	"2009"	"Female"	"F"	22
	"Esophagus"	"21010"	"Kansas"	"20"	"2009"	"2009"	"Male"	"M"	110
	"Esophagus"	"21010"	"Kansas"	"20"	"2010"	"2010"	"Female"	"F"	33
	"Esophagus"	"21010"	"Kansas"	"20"	"2010"	"2010"	"Male"	"M"	128
	"Esophagus"	"21010"	"Kansas"	"20"	"2011"	"2011"	"Female"	"F"	17
	"Esophagus"	"21010"	"Kansas"	"20"	"2011"	"2011"	"Male"	"M"	111
	"Esophagus"	"21010"	"Kansas"	"20"	"2012"	"2012"	"Female"	"F"	25
	"Esophagus"	"21010"	"Kansas"	"20"	"2012"	"2012"	"Male"	"M"	105
	"Esophagus"	"21010"	"Kansas"	"20"	"2013"	"2013"	"Female"	"F"	25
	"Esophagus"	"21010"	"Kansas"	"20"	"2013"	"2013"	"Male"	"M"	129
	"Esophagus"	"21010"	"Kentucky"	"21"	"1999"	"1999"	"Female"	"F"	43
	"Esophagus"	"21010"	"Kentucky"	"21"	"1999"	"1999"	"Male"	"M"	140
	"Esophagus"	"21010"	"Kentucky"	"21"	"2000"	"2000"	"Female"	"F"	27
	"Esophagus"	"21010"	"Kentucky"	"21"	"2000"	"2000"	"Male"	"M"	128
	"Esophagus"	"21010"	"Kentucky"	"21"	"2001"	"2001"	"Female"	"F"	38
	"Esophagus"	"21010"	"Kentucky"	"21"	"2001"	"2001"	"Male"	"M"	162
	"Esophagus"	"21010"	"Kentucky"	"21"	"2002"	"2002"	"Female"	"F"	31
	"Esophagus"	"21010"	"Kentucky"	"21"	"2002"	"2002"	"Male"	"M"	156
	"Esophagus"	"21010"	"Kentucky"	"21"	"2003"	"2003"	"Female"	"F"	32
	"Esophagus"	"21010"	"Kentucky"	"21"	"2003"	"2003"	"Male"	"M"	162
	"Esophagus"	"21010"	"Kentucky"	"21"	"2004"	"2004"	"Female"	"F"	41
	"Esophagus"	"21010"	"Kentucky"	"21"	"2004"	"2004"	"Male"	"M"	150
	"Esophagus"	"21010"	"Kentucky"	"21"	"2005"	"2005"	"Female"	"F"	50
	"Esophagus"	"21010"	"Kentucky"	"21"	"2005"	"2005"	"Male"	"M"	160
	"Esophagus"	"21010"	"Kentucky"	"21"	"2006"	"2006"	"Female"	"F"	33
	"Esophagus"	"21010"	"Kentucky"	"21"	"2006"	"2006"	"Male"	"M"	157
	"Esophagus"	"21010"	"Kentucky"	"21"	"2007"	"2007"	"Female"	"F"	42
	"Esophagus"	"21010"	"Kentucky"	"21"	"2007"	"2007"	"Male"	"M"	173
	"Esophagus"	"21010"	"Kentucky"	"21"	"2008"	"2008"	"Female"	"F"	36
	"Esophagus"	"21010"	"Kentucky"	"21"	"2008"	"2008"	"Male"	"M"	190
	"Esophagus"	"21010"	"Kentucky"	"21"	"2009"	"2009"	"Female"	"F"	41
	"Esophagus"	"21010"	"Kentucky"	"21"	"2009"	"2009"	"Male"	"M"	176
	"Esophagus"	"21010"	"Kentucky"	"21"	"2010"	"2010"	"Female"	"F"	41
	"Esophagus"	"21010"	"Kentucky"	"21"	"2010"	"2010"	"Male"	"M"	179
	"Esophagus"	"21010"	"Kentucky"	"21"	"2011"	"2011"	"Female"	"F"	41
	"Esophagus"	"21010"	"Kentucky"	"21"	"2011"	"2011"	"Male"	"M"	175
	"Esophagus"	"21010"	"Kentucky"	"21"	"2012"	"2012"	"Female"	"F"	38
	"Esophagus"	"21010"	"Kentucky"	"21"	"2012"	"2012"	"Male"	"M"	177
	"Esophagus"	"21010"	"Kentucky"	"21"	"2013"	"2013"	"Female"	"F"	34
	"Esophagus"	"21010"	"Kentucky"	"21"	"2013"	"2013"	"Male"	"M"	193
	"Esophagus"	"21010"	"Louisiana"	"22"	"1999"	"1999"	"Female"	"F"	64
	"Esophagus"	"21010"	"Louisiana"	"22"	"1999"	"1999"	"Male"	"M"	136
	"Esophagus"	"21010"	"Louisiana"	"22"	"2000"	"2000"	"Female"	"F"	45
	"Esophagus"	"21010"	"Louisiana"	"22"	"2000"	"2000"	"Male"	"M"	146
	"Esophagus"	"21010"	"Louisiana"	"22"	"2001"	"2001"	"Female"	"F"	42
	"Esophagus"	"21010"	"Louisiana"	"22"	"2001"	"2001"	"Male"	"M"	143
	"Esophagus"	"21010"	"Louisiana"	"22"	"2002"	"2002"	"Female"	"F"	36
	"Esophagus"	"21010"	"Louisiana"	"22"	"2002"	"2002"	"Male"	"M"	156
	"Esophagus"	"21010"	"Louisiana"	"22"	"2003"	"2003"	"Female"	"F"	43
	"Esophagus"	"21010"	"Louisiana"	"22"	"2003"	"2003"	"Male"	"M"	160
	"Esophagus"	"21010"	"Louisiana"	"22"	"2004"	"2004"	"Female"	"F"	41
	"Esophagus"	"21010"	"Louisiana"	"22"	"2004"	"2004"	"Male"	"M"	157
	"Esophagus"	"21010"	"Louisiana"	"22"	"2005"	"2005"	"Female"	"F"	39
	"Esophagus"	"21010"	"Louisiana"	"22"	"2005"	"2005"	"Male"	"M"	146
	"Esophagus"	"21010"	"Louisiana"	"22"	"2006"	"2006"	"Female"	"F"	33
	"Esophagus"	"21010"	"Louisiana"	"22"	"2006"	"2006"	"Male"	"M"	152
	"Esophagus"	"21010"	"Louisiana"	"22"	"2007"	"2007"	"Female"	"F"	39
	"Esophagus"	"21010"	"Louisiana"	"22"	"2007"	"2007"	"Male"	"M"	159
	"Esophagus"	"21010"	"Louisiana"	"22"	"2008"	"2008"	"Female"	"F"	48
	"Esophagus"	"21010"	"Louisiana"	"22"	"2008"	"2008"	"Male"	"M"	143
	"Esophagus"	"21010"	"Louisiana"	"22"	"2009"	"2009"	"Female"	"F"	45
	"Esophagus"	"21010"	"Louisiana"	"22"	"2009"	"2009"	"Male"	"M"	165
	"Esophagus"	"21010"	"Louisiana"	"22"	"2010"	"2010"	"Female"	"F"	47
	"Esophagus"	"21010"	"Louisiana"	"22"	"2010"	"2010"	"Male"	"M"	168
	"Esophagus"	"21010"	"Louisiana"	"22"	"2011"	"2011"	"Female"	"F"	47
	"Esophagus"	"21010"	"Louisiana"	"22"	"2011"	"2011"	"Male"	"M"	168
	"Esophagus"	"21010"	"Louisiana"	"22"	"2012"	"2012"	"Female"	"F"	41
	"Esophagus"	"21010"	"Louisiana"	"22"	"2012"	"2012"	"Male"	"M"	186
	"Esophagus"	"21010"	"Louisiana"	"22"	"2013"	"2013"	"Female"	"F"	47
	"Esophagus"	"21010"	"Louisiana"	"22"	"2013"	"2013"	"Male"	"M"	191
	"Esophagus"	"21010"	"Maine"	"23"	"1999"	"1999"	"Female"	"F"	17
	"Esophagus"	"21010"	"Maine"	"23"	"1999"	"1999"	"Male"	"M"	52
	"Esophagus"	"21010"	"Maine"	"23"	"2000"	"2000"	"Female"	"F"	24
	"Esophagus"	"21010"	"Maine"	"23"	"2000"	"2000"	"Male"	"M"	62
	"Esophagus"	"21010"	"Maine"	"23"	"2001"	"2001"	"Male"	"M"	54
	"Esophagus"	"21010"	"Maine"	"23"	"2002"	"2002"	"Male"	"M"	73
	"Esophagus"	"21010"	"Maine"	"23"	"2003"	"2003"	"Female"	"F"	16
	"Esophagus"	"21010"	"Maine"	"23"	"2003"	"2003"	"Male"	"M"	71
	"Esophagus"	"21010"	"Maine"	"23"	"2004"	"2004"	"Female"	"F"	17
	"Esophagus"	"21010"	"Maine"	"23"	"2004"	"2004"	"Male"	"M"	75
	"Esophagus"	"21010"	"Maine"	"23"	"2005"	"2005"	"Female"	"F"	26
	"Esophagus"	"21010"	"Maine"	"23"	"2005"	"2005"	"Male"	"M"	95
	"Esophagus"	"21010"	"Maine"	"23"	"2006"	"2006"	"Male"	"M"	86
	"Esophagus"	"21010"	"Maine"	"23"	"2007"	"2007"	"Female"	"F"	16
	"Esophagus"	"21010"	"Maine"	"23"	"2007"	"2007"	"Male"	"M"	80
	"Esophagus"	"21010"	"Maine"	"23"	"2008"	"2008"	"Male"	"M"	61
	"Esophagus"	"21010"	"Maine"	"23"	"2009"	"2009"	"Female"	"F"	20
	"Esophagus"	"21010"	"Maine"	"23"	"2009"	"2009"	"Male"	"M"	95
	"Esophagus"	"21010"	"Maine"	"23"	"2010"	"2010"	"Female"	"F"	23
	"Esophagus"	"21010"	"Maine"	"23"	"2010"	"2010"	"Male"	"M"	89
	"Esophagus"	"21010"	"Maine"	"23"	"2011"	"2011"	"Male"	"M"	83
	"Esophagus"	"21010"	"Maine"	"23"	"2012"	"2012"	"Female"	"F"	19
	"Esophagus"	"21010"	"Maine"	"23"	"2012"	"2012"	"Male"	"M"	68
	"Esophagus"	"21010"	"Maine"	"23"	"2013"	"2013"	"Male"	"M"	86
	"Esophagus"	"21010"	"Maryland"	"24"	"1999"	"1999"	"Female"	"F"	52
	"Esophagus"	"21010"	"Maryland"	"24"	"1999"	"1999"	"Male"	"M"	188
	"Esophagus"	"21010"	"Maryland"	"24"	"2000"	"2000"	"Female"	"F"	65
	"Esophagus"	"21010"	"Maryland"	"24"	"2000"	"2000"	"Male"	"M"	189
	"Esophagus"	"21010"	"Maryland"	"24"	"2001"	"2001"	"Female"	"F"	60
	"Esophagus"	"21010"	"Maryland"	"24"	"2001"	"2001"	"Male"	"M"	205
	"Esophagus"	"21010"	"Maryland"	"24"	"2002"	"2002"	"Female"	"F"	61
	"Esophagus"	"21010"	"Maryland"	"24"	"2002"	"2002"	"Male"	"M"	186
	"Esophagus"	"21010"	"Maryland"	"24"	"2003"	"2003"	"Female"	"F"	68
	"Esophagus"	"21010"	"Maryland"	"24"	"2003"	"2003"	"Male"	"M"	180
	"Esophagus"	"21010"	"Maryland"	"24"	"2004"	"2004"	"Female"	"F"	44
	"Esophagus"	"21010"	"Maryland"	"24"	"2004"	"2004"	"Male"	"M"	184
	"Esophagus"	"21010"	"Maryland"	"24"	"2005"	"2005"	"Female"	"F"	67
	"Esophagus"	"21010"	"Maryland"	"24"	"2005"	"2005"	"Male"	"M"	193
	"Esophagus"	"21010"	"Maryland"	"24"	"2006"	"2006"	"Female"	"F"	52
	"Esophagus"	"21010"	"Maryland"	"24"	"2006"	"2006"	"Male"	"M"	192
	"Esophagus"	"21010"	"Maryland"	"24"	"2007"	"2007"	"Female"	"F"	61
	"Esophagus"	"21010"	"Maryland"	"24"	"2007"	"2007"	"Male"	"M"	215
	"Esophagus"	"21010"	"Maryland"	"24"	"2008"	"2008"	"Female"	"F"	47
	"Esophagus"	"21010"	"Maryland"	"24"	"2008"	"2008"	"Male"	"M"	190
	"Esophagus"	"21010"	"Maryland"	"24"	"2009"	"2009"	"Female"	"F"	62
	"Esophagus"	"21010"	"Maryland"	"24"	"2009"	"2009"	"Male"	"M"	205
	"Esophagus"	"21010"	"Maryland"	"24"	"2010"	"2010"	"Female"	"F"	49
	"Esophagus"	"21010"	"Maryland"	"24"	"2010"	"2010"	"Male"	"M"	191
	"Esophagus"	"21010"	"Maryland"	"24"	"2011"	"2011"	"Female"	"F"	59
	"Esophagus"	"21010"	"Maryland"	"24"	"2011"	"2011"	"Male"	"M"	176
	"Esophagus"	"21010"	"Maryland"	"24"	"2012"	"2012"	"Female"	"F"	48
	"Esophagus"	"21010"	"Maryland"	"24"	"2012"	"2012"	"Male"	"M"	225
	"Esophagus"	"21010"	"Maryland"	"24"	"2013"	"2013"	"Female"	"F"	63
	"Esophagus"	"21010"	"Maryland"	"24"	"2013"	"2013"	"Male"	"M"	190
	"Esophagus"	"21010"	"Massachusetts"	"25"	"1999"	"1999"	"Female"	"F"	77
	"Esophagus"	"21010"	"Massachusetts"	"25"	"1999"	"1999"	"Male"	"M"	276
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2000"	"2000"	"Female"	"F"	81
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2000"	"2000"	"Male"	"M"	271
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2001"	"2001"	"Female"	"F"	71
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2001"	"2001"	"Male"	"M"	255
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2002"	"2002"	"Female"	"F"	78
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2002"	"2002"	"Male"	"M"	285
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2003"	"2003"	"Female"	"F"	88
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2003"	"2003"	"Male"	"M"	321
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2004"	"2004"	"Female"	"F"	84
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2004"	"2004"	"Male"	"M"	270
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2005"	"2005"	"Female"	"F"	86
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2005"	"2005"	"Male"	"M"	313
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2006"	"2006"	"Female"	"F"	86
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2006"	"2006"	"Male"	"M"	308
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2007"	"2007"	"Female"	"F"	85
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2007"	"2007"	"Male"	"M"	281
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2008"	"2008"	"Female"	"F"	93
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2008"	"2008"	"Male"	"M"	289
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2009"	"2009"	"Female"	"F"	94
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2009"	"2009"	"Male"	"M"	278
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2010"	"2010"	"Female"	"F"	78
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2010"	"2010"	"Male"	"M"	281
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2011"	"2011"	"Female"	"F"	70
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2011"	"2011"	"Male"	"M"	318
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2012"	"2012"	"Female"	"F"	68
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2012"	"2012"	"Male"	"M"	317
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2013"	"2013"	"Female"	"F"	64
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2013"	"2013"	"Male"	"M"	280
	"Esophagus"	"21010"	"Michigan"	"26"	"1999"	"1999"	"Female"	"F"	102
	"Esophagus"	"21010"	"Michigan"	"26"	"1999"	"1999"	"Male"	"M"	355
	"Esophagus"	"21010"	"Michigan"	"26"	"2000"	"2000"	"Female"	"F"	93
	"Esophagus"	"21010"	"Michigan"	"26"	"2000"	"2000"	"Male"	"M"	391
	"Esophagus"	"21010"	"Michigan"	"26"	"2001"	"2001"	"Female"	"F"	100
	"Esophagus"	"21010"	"Michigan"	"26"	"2001"	"2001"	"Male"	"M"	380
	"Esophagus"	"21010"	"Michigan"	"26"	"2002"	"2002"	"Female"	"F"	117
	"Esophagus"	"21010"	"Michigan"	"26"	"2002"	"2002"	"Male"	"M"	382
	"Esophagus"	"21010"	"Michigan"	"26"	"2003"	"2003"	"Female"	"F"	114
	"Esophagus"	"21010"	"Michigan"	"26"	"2003"	"2003"	"Male"	"M"	417
	"Esophagus"	"21010"	"Michigan"	"26"	"2004"	"2004"	"Female"	"F"	100
	"Esophagus"	"21010"	"Michigan"	"26"	"2004"	"2004"	"Male"	"M"	396
	"Esophagus"	"21010"	"Michigan"	"26"	"2005"	"2005"	"Female"	"F"	133
	"Esophagus"	"21010"	"Michigan"	"26"	"2005"	"2005"	"Male"	"M"	411
	"Esophagus"	"21010"	"Michigan"	"26"	"2006"	"2006"	"Female"	"F"	124
	"Esophagus"	"21010"	"Michigan"	"26"	"2006"	"2006"	"Male"	"M"	405
	"Esophagus"	"21010"	"Michigan"	"26"	"2007"	"2007"	"Female"	"F"	103
	"Esophagus"	"21010"	"Michigan"	"26"	"2007"	"2007"	"Male"	"M"	410
	"Esophagus"	"21010"	"Michigan"	"26"	"2008"	"2008"	"Female"	"F"	98
	"Esophagus"	"21010"	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	426
	"Esophagus"	"21010"	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	105
	"Esophagus"	"21010"	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	418
	"Esophagus"	"21010"	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	119
	"Esophagus"	"21010"	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	443
	"Esophagus"	"21010"	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	125
	"Esophagus"	"21010"	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	486
	"Esophagus"	"21010"	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	107
	"Esophagus"	"21010"	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	445
	"Esophagus"	"21010"	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	111
	"Esophagus"	"21010"	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	441
	"Esophagus"	"21010"	"Minnesota"	"27"	"1999"	"1999"	"Female"	"F"	40
	"Esophagus"	"21010"	"Minnesota"	"27"	"1999"	"1999"	"Male"	"M"	140
	"Esophagus"	"21010"	"Minnesota"	"27"	"2000"	"2000"	"Female"	"F"	53
	"Esophagus"	"21010"	"Minnesota"	"27"	"2000"	"2000"	"Male"	"M"	178
	"Esophagus"	"21010"	"Minnesota"	"27"	"2001"	"2001"	"Female"	"F"	52
	"Esophagus"	"21010"	"Minnesota"	"27"	"2001"	"2001"	"Male"	"M"	141
	"Esophagus"	"21010"	"Minnesota"	"27"	"2002"	"2002"	"Female"	"F"	55
	"Esophagus"	"21010"	"Minnesota"	"27"	"2002"	"2002"	"Male"	"M"	175
	"Esophagus"	"21010"	"Minnesota"	"27"	"2003"	"2003"	"Female"	"F"	48
	"Esophagus"	"21010"	"Minnesota"	"27"	"2003"	"2003"	"Male"	"M"	171
	"Esophagus"	"21010"	"Minnesota"	"27"	"2004"	"2004"	"Female"	"F"	37
	"Esophagus"	"21010"	"Minnesota"	"27"	"2004"	"2004"	"Male"	"M"	190
	"Esophagus"	"21010"	"Minnesota"	"27"	"2005"	"2005"	"Female"	"F"	46
	"Esophagus"	"21010"	"Minnesota"	"27"	"2005"	"2005"	"Male"	"M"	189
	"Esophagus"	"21010"	"Minnesota"	"27"	"2006"	"2006"	"Female"	"F"	50
	"Esophagus"	"21010"	"Minnesota"	"27"	"2006"	"2006"	"Male"	"M"	184
	"Esophagus"	"21010"	"Minnesota"	"27"	"2007"	"2007"	"Female"	"F"	51
	"Esophagus"	"21010"	"Minnesota"	"27"	"2007"	"2007"	"Male"	"M"	180
	"Esophagus"	"21010"	"Minnesota"	"27"	"2008"	"2008"	"Female"	"F"	67
	"Esophagus"	"21010"	"Minnesota"	"27"	"2008"	"2008"	"Male"	"M"	180
	"Esophagus"	"21010"	"Minnesota"	"27"	"2009"	"2009"	"Female"	"F"	54
	"Esophagus"	"21010"	"Minnesota"	"27"	"2009"	"2009"	"Male"	"M"	208
	"Esophagus"	"21010"	"Minnesota"	"27"	"2010"	"2010"	"Female"	"F"	68
	"Esophagus"	"21010"	"Minnesota"	"27"	"2010"	"2010"	"Male"	"M"	204
	"Esophagus"	"21010"	"Minnesota"	"27"	"2011"	"2011"	"Female"	"F"	76
	"Esophagus"	"21010"	"Minnesota"	"27"	"2011"	"2011"	"Male"	"M"	184
	"Esophagus"	"21010"	"Minnesota"	"27"	"2012"	"2012"	"Female"	"F"	65
	"Esophagus"	"21010"	"Minnesota"	"27"	"2012"	"2012"	"Male"	"M"	215
	"Esophagus"	"21010"	"Minnesota"	"27"	"2013"	"2013"	"Female"	"F"	58
	"Esophagus"	"21010"	"Minnesota"	"27"	"2013"	"2013"	"Male"	"M"	192
	"Esophagus"	"21010"	"Mississippi"	"28"	"1999"	"1999"	"Female"	"F"	19
	"Esophagus"	"21010"	"Mississippi"	"28"	"1999"	"1999"	"Male"	"M"	85
	"Esophagus"	"21010"	"Mississippi"	"28"	"2000"	"2000"	"Female"	"F"	16
	"Esophagus"	"21010"	"Mississippi"	"28"	"2000"	"2000"	"Male"	"M"	96
	"Esophagus"	"21010"	"Mississippi"	"28"	"2001"	"2001"	"Female"	"F"	23
	"Esophagus"	"21010"	"Mississippi"	"28"	"2001"	"2001"	"Male"	"M"	87
	"Esophagus"	"21010"	"Mississippi"	"28"	"2002"	"2002"	"Female"	"F"	19
	"Esophagus"	"21010"	"Mississippi"	"28"	"2002"	"2002"	"Male"	"M"	104
	"Esophagus"	"21010"	"Mississippi"	"28"	"2003"	"2003"	"Female"	"F"	21
	"Esophagus"	"21010"	"Mississippi"	"28"	"2003"	"2003"	"Male"	"M"	113
	"Esophagus"	"21010"	"Mississippi"	"28"	"2004"	"2004"	"Female"	"F"	24
	"Esophagus"	"21010"	"Mississippi"	"28"	"2004"	"2004"	"Male"	"M"	97
	"Esophagus"	"21010"	"Mississippi"	"28"	"2005"	"2005"	"Female"	"F"	24
	"Esophagus"	"21010"	"Mississippi"	"28"	"2005"	"2005"	"Male"	"M"	107
	"Esophagus"	"21010"	"Mississippi"	"28"	"2006"	"2006"	"Female"	"F"	31
	"Esophagus"	"21010"	"Mississippi"	"28"	"2006"	"2006"	"Male"	"M"	116
	"Esophagus"	"21010"	"Mississippi"	"28"	"2007"	"2007"	"Female"	"F"	19
	"Esophagus"	"21010"	"Mississippi"	"28"	"2007"	"2007"	"Male"	"M"	100
	"Esophagus"	"21010"	"Mississippi"	"28"	"2008"	"2008"	"Female"	"F"	31
	"Esophagus"	"21010"	"Mississippi"	"28"	"2008"	"2008"	"Male"	"M"	108
	"Esophagus"	"21010"	"Mississippi"	"28"	"2009"	"2009"	"Female"	"F"	26
	"Esophagus"	"21010"	"Mississippi"	"28"	"2009"	"2009"	"Male"	"M"	102
	"Esophagus"	"21010"	"Mississippi"	"28"	"2010"	"2010"	"Female"	"F"	26
	"Esophagus"	"21010"	"Mississippi"	"28"	"2010"	"2010"	"Male"	"M"	112
	"Esophagus"	"21010"	"Mississippi"	"28"	"2011"	"2011"	"Female"	"F"	25
	"Esophagus"	"21010"	"Mississippi"	"28"	"2011"	"2011"	"Male"	"M"	110
	"Esophagus"	"21010"	"Mississippi"	"28"	"2012"	"2012"	"Female"	"F"	28
	"Esophagus"	"21010"	"Mississippi"	"28"	"2012"	"2012"	"Male"	"M"	102
	"Esophagus"	"21010"	"Mississippi"	"28"	"2013"	"2013"	"Female"	"F"	31
	"Esophagus"	"21010"	"Mississippi"	"28"	"2013"	"2013"	"Male"	"M"	135
	"Esophagus"	"21010"	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	49
	"Esophagus"	"21010"	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	184
	"Esophagus"	"21010"	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	57
	"Esophagus"	"21010"	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	175
	"Esophagus"	"21010"	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	54
	"Esophagus"	"21010"	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	175
	"Esophagus"	"21010"	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	51
	"Esophagus"	"21010"	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	232
	"Esophagus"	"21010"	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	72
	"Esophagus"	"21010"	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	207
	"Esophagus"	"21010"	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	62
	"Esophagus"	"21010"	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	220
	"Esophagus"	"21010"	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	50
	"Esophagus"	"21010"	"Missouri"	"29"	"2005"	"2005"	"Male"	"M"	233
	"Esophagus"	"21010"	"Missouri"	"29"	"2006"	"2006"	"Female"	"F"	58
	"Esophagus"	"21010"	"Missouri"	"29"	"2006"	"2006"	"Male"	"M"	225
	"Esophagus"	"21010"	"Missouri"	"29"	"2007"	"2007"	"Female"	"F"	62
	"Esophagus"	"21010"	"Missouri"	"29"	"2007"	"2007"	"Male"	"M"	217
	"Esophagus"	"21010"	"Missouri"	"29"	"2008"	"2008"	"Female"	"F"	71
	"Esophagus"	"21010"	"Missouri"	"29"	"2008"	"2008"	"Male"	"M"	223
	"Esophagus"	"21010"	"Missouri"	"29"	"2009"	"2009"	"Female"	"F"	64
	"Esophagus"	"21010"	"Missouri"	"29"	"2009"	"2009"	"Male"	"M"	240
	"Esophagus"	"21010"	"Missouri"	"29"	"2010"	"2010"	"Female"	"F"	68
	"Esophagus"	"21010"	"Missouri"	"29"	"2010"	"2010"	"Male"	"M"	216
	"Esophagus"	"21010"	"Missouri"	"29"	"2011"	"2011"	"Female"	"F"	62
	"Esophagus"	"21010"	"Missouri"	"29"	"2011"	"2011"	"Male"	"M"	243
	"Esophagus"	"21010"	"Missouri"	"29"	"2012"	"2012"	"Female"	"F"	60
	"Esophagus"	"21010"	"Missouri"	"29"	"2012"	"2012"	"Male"	"M"	245
	"Esophagus"	"21010"	"Missouri"	"29"	"2013"	"2013"	"Female"	"F"	75
	"Esophagus"	"21010"	"Missouri"	"29"	"2013"	"2013"	"Male"	"M"	260
	"Esophagus"	"21010"	"Montana"	"30"	"1999"	"1999"	"Male"	"M"	36
	"Esophagus"	"21010"	"Montana"	"30"	"2000"	"2000"	"Male"	"M"	44
	"Esophagus"	"21010"	"Montana"	"30"	"2001"	"2001"	"Male"	"M"	36
	"Esophagus"	"21010"	"Montana"	"30"	"2002"	"2002"	"Female"	"F"	17
	"Esophagus"	"21010"	"Montana"	"30"	"2002"	"2002"	"Male"	"M"	34
	"Esophagus"	"21010"	"Montana"	"30"	"2003"	"2003"	"Male"	"M"	37
	"Esophagus"	"21010"	"Montana"	"30"	"2004"	"2004"	"Male"	"M"	36
	"Esophagus"	"21010"	"Montana"	"30"	"2005"	"2005"	"Male"	"M"	33
	"Esophagus"	"21010"	"Montana"	"30"	"2006"	"2006"	"Male"	"M"	45
