"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Sex"	"Sex Code"	"States"	"States Code"	"Year"	"Year Code"	Count
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Ohio"	"39"	"2001"	"2001"	654
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Ohio"	"39"	"2002"	"2002"	685
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Ohio"	"39"	"2003"	"2003"	673
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Ohio"	"39"	"2004"	"2004"	816
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Ohio"	"39"	"2005"	"2005"	821
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Ohio"	"39"	"2006"	"2006"	787
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Ohio"	"39"	"2007"	"2007"	823
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Ohio"	"39"	"2008"	"2008"	895
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Ohio"	"39"	"2009"	"2009"	880
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Ohio"	"39"	"2010"	"2010"	842
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Ohio"	"39"	"2011"	"2011"	850
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Ohio"	"39"	"2012"	"2012"	840
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Ohio"	"39"	"2013"	"2013"	862
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oklahoma"	"40"	"1999"	"1999"	187
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oklahoma"	"40"	"2000"	"2000"	163
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oklahoma"	"40"	"2001"	"2001"	172
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oklahoma"	"40"	"2002"	"2002"	178
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oklahoma"	"40"	"2003"	"2003"	193
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oklahoma"	"40"	"2004"	"2004"	249
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oklahoma"	"40"	"2005"	"2005"	242
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oklahoma"	"40"	"2006"	"2006"	237
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oklahoma"	"40"	"2007"	"2007"	274
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oklahoma"	"40"	"2008"	"2008"	277
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oklahoma"	"40"	"2009"	"2009"	283
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oklahoma"	"40"	"2010"	"2010"	302
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oklahoma"	"40"	"2011"	"2011"	292
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oklahoma"	"40"	"2012"	"2012"	304
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oklahoma"	"40"	"2013"	"2013"	301
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oregon"	"41"	"1999"	"1999"	151
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oregon"	"41"	"2000"	"2000"	156
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oregon"	"41"	"2001"	"2001"	150
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oregon"	"41"	"2002"	"2002"	168
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oregon"	"41"	"2003"	"2003"	196
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oregon"	"41"	"2004"	"2004"	212
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oregon"	"41"	"2005"	"2005"	194
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oregon"	"41"	"2006"	"2006"	228
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oregon"	"41"	"2007"	"2007"	243
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oregon"	"41"	"2008"	"2008"	239
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oregon"	"41"	"2009"	"2009"	255
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oregon"	"41"	"2010"	"2010"	234
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oregon"	"41"	"2011"	"2011"	257
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oregon"	"41"	"2012"	"2012"	258
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Oregon"	"41"	"2013"	"2013"	245
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Pennsylvania"	"42"	"1999"	"1999"	695
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Pennsylvania"	"42"	"2000"	"2000"	770
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Pennsylvania"	"42"	"2001"	"2001"	784
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Pennsylvania"	"42"	"2002"	"2002"	836
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Pennsylvania"	"42"	"2003"	"2003"	877
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Pennsylvania"	"42"	"2004"	"2004"	882
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Pennsylvania"	"42"	"2005"	"2005"	953
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Pennsylvania"	"42"	"2006"	"2006"	1020
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Pennsylvania"	"42"	"2007"	"2007"	927
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Pennsylvania"	"42"	"2008"	"2008"	1025
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Pennsylvania"	"42"	"2009"	"2009"	1009
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Pennsylvania"	"42"	"2010"	"2010"	968
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Pennsylvania"	"42"	"2011"	"2011"	949
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Pennsylvania"	"42"	"2012"	"2012"	997
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Pennsylvania"	"42"	"2013"	"2013"	1066
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Rhode Island"	"44"	"1999"	"1999"	87
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Rhode Island"	"44"	"2000"	"2000"	64
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Rhode Island"	"44"	"2001"	"2001"	57
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Rhode Island"	"44"	"2002"	"2002"	73
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Rhode Island"	"44"	"2003"	"2003"	65
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Rhode Island"	"44"	"2004"	"2004"	99
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Rhode Island"	"44"	"2005"	"2005"	69
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Rhode Island"	"44"	"2006"	"2006"	81
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Rhode Island"	"44"	"2007"	"2007"	84
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Rhode Island"	"44"	"2008"	"2008"	79
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Rhode Island"	"44"	"2009"	"2009"	67
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Rhode Island"	"44"	"2010"	"2010"	73
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Rhode Island"	"44"	"2011"	"2011"	67
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Rhode Island"	"44"	"2012"	"2012"	85
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Rhode Island"	"44"	"2013"	"2013"	97
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Carolina"	"45"	"1999"	"1999"	192
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Carolina"	"45"	"2000"	"2000"	175
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Carolina"	"45"	"2001"	"2001"	211
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Carolina"	"45"	"2002"	"2002"	224
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Carolina"	"45"	"2003"	"2003"	255
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Carolina"	"45"	"2004"	"2004"	250
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Carolina"	"45"	"2005"	"2005"	276
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Carolina"	"45"	"2006"	"2006"	301
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Carolina"	"45"	"2007"	"2007"	311
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Carolina"	"45"	"2008"	"2008"	303
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Carolina"	"45"	"2009"	"2009"	262
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Carolina"	"45"	"2010"	"2010"	312
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Carolina"	"45"	"2011"	"2011"	326
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Carolina"	"45"	"2012"	"2012"	375
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Carolina"	"45"	"2013"	"2013"	299
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Dakota"	"46"	"2001"	"2001"	37
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Dakota"	"46"	"2002"	"2002"	40
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Dakota"	"46"	"2003"	"2003"	43
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Dakota"	"46"	"2004"	"2004"	49
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Dakota"	"46"	"2005"	"2005"	61
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Dakota"	"46"	"2006"	"2006"	48
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Dakota"	"46"	"2007"	"2007"	57
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Dakota"	"46"	"2008"	"2008"	47
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Dakota"	"46"	"2009"	"2009"	45
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Dakota"	"46"	"2010"	"2010"	53
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Dakota"	"46"	"2011"	"2011"	60
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Dakota"	"46"	"2012"	"2012"	43
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"South Dakota"	"46"	"2013"	"2013"	54
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Tennessee"	"47"	"2003"	"2003"	331
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Tennessee"	"47"	"2004"	"2004"	349
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Tennessee"	"47"	"2005"	"2005"	392
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Tennessee"	"47"	"2006"	"2006"	413
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Tennessee"	"47"	"2007"	"2007"	423
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Tennessee"	"47"	"2008"	"2008"	435
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Tennessee"	"47"	"2009"	"2009"	482
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Tennessee"	"47"	"2010"	"2010"	467
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Tennessee"	"47"	"2011"	"2011"	475
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Tennessee"	"47"	"2012"	"2012"	511
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Tennessee"	"47"	"2013"	"2013"	488
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Texas"	"48"	"1999"	"1999"	885
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Texas"	"48"	"2000"	"2000"	1074
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Texas"	"48"	"2001"	"2001"	1135
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Texas"	"48"	"2002"	"2002"	1163
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Texas"	"48"	"2003"	"2003"	1258
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Texas"	"48"	"2004"	"2004"	1263
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Texas"	"48"	"2005"	"2005"	1431
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Texas"	"48"	"2006"	"2006"	1506
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Texas"	"48"	"2007"	"2007"	1503
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Texas"	"48"	"2008"	"2008"	1578
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Texas"	"48"	"2009"	"2009"	1624
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Texas"	"48"	"2010"	"2010"	1681
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Texas"	"48"	"2011"	"2011"	1642
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Texas"	"48"	"2012"	"2012"	1786
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Texas"	"48"	"2013"	"2013"	1824
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Utah"	"49"	"1999"	"1999"	43
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Utah"	"49"	"2000"	"2000"	82
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Utah"	"49"	"2001"	"2001"	83
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Utah"	"49"	"2002"	"2002"	50
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Utah"	"49"	"2003"	"2003"	70
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Utah"	"49"	"2004"	"2004"	74
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Utah"	"49"	"2005"	"2005"	89
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Utah"	"49"	"2006"	"2006"	90
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Utah"	"49"	"2007"	"2007"	99
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Utah"	"49"	"2008"	"2008"	104
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Utah"	"49"	"2009"	"2009"	102
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Utah"	"49"	"2010"	"2010"	120
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Utah"	"49"	"2011"	"2011"	119
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Utah"	"49"	"2012"	"2012"	121
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Utah"	"49"	"2013"	"2013"	121
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Vermont"	"50"	"1999"	"1999"	18
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Vermont"	"50"	"2000"	"2000"	27
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Vermont"	"50"	"2001"	"2001"	37
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Vermont"	"50"	"2002"	"2002"	41
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Vermont"	"50"	"2003"	"2003"	40
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Vermont"	"50"	"2004"	"2004"	33
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Vermont"	"50"	"2005"	"2005"	41
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Vermont"	"50"	"2006"	"2006"	49
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Vermont"	"50"	"2007"	"2007"	47
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Vermont"	"50"	"2008"	"2008"	38
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Vermont"	"50"	"2009"	"2009"	35
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Vermont"	"50"	"2010"	"2010"	45
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Vermont"	"50"	"2011"	"2011"	31
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Vermont"	"50"	"2012"	"2012"	38
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Vermont"	"50"	"2013"	"2013"	39
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Virginia"	"51"	"2003"	"2003"	340
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Virginia"	"51"	"2004"	"2004"	388
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Virginia"	"51"	"2005"	"2005"	387
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Virginia"	"51"	"2006"	"2006"	433
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Virginia"	"51"	"2007"	"2007"	435
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Virginia"	"51"	"2008"	"2008"	493
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Virginia"	"51"	"2009"	"2009"	492
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Virginia"	"51"	"2010"	"2010"	445
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Virginia"	"51"	"2011"	"2011"	495
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Virginia"	"51"	"2012"	"2012"	462
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Virginia"	"51"	"2013"	"2013"	493
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Washington"	"53"	"1999"	"1999"	245
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Washington"	"53"	"2000"	"2000"	254
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Washington"	"53"	"2001"	"2001"	284
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Washington"	"53"	"2002"	"2002"	283
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Washington"	"53"	"2003"	"2003"	324
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Washington"	"53"	"2004"	"2004"	323
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Washington"	"53"	"2005"	"2005"	364
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Washington"	"53"	"2006"	"2006"	391
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Washington"	"53"	"2007"	"2007"	393
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Washington"	"53"	"2008"	"2008"	416
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Washington"	"53"	"2009"	"2009"	408
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Washington"	"53"	"2010"	"2010"	407
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Washington"	"53"	"2011"	"2011"	392
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Washington"	"53"	"2012"	"2012"	425
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Washington"	"53"	"2013"	"2013"	428
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"West Virginia"	"54"	"1999"	"1999"	107
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"West Virginia"	"54"	"2000"	"2000"	116
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"West Virginia"	"54"	"2001"	"2001"	124
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"West Virginia"	"54"	"2002"	"2002"	119
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"West Virginia"	"54"	"2003"	"2003"	109
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"West Virginia"	"54"	"2004"	"2004"	131
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"West Virginia"	"54"	"2005"	"2005"	161
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"West Virginia"	"54"	"2006"	"2006"	142
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"West Virginia"	"54"	"2007"	"2007"	155
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"West Virginia"	"54"	"2008"	"2008"	154
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"West Virginia"	"54"	"2009"	"2009"	167
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"West Virginia"	"54"	"2010"	"2010"	192
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"West Virginia"	"54"	"2011"	"2011"	152
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"West Virginia"	"54"	"2012"	"2012"	158
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"West Virginia"	"54"	"2013"	"2013"	181
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wisconsin"	"55"	"1999"	"1999"	294
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wisconsin"	"55"	"2000"	"2000"	275
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wisconsin"	"55"	"2001"	"2001"	296
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wisconsin"	"55"	"2002"	"2002"	307
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wisconsin"	"55"	"2003"	"2003"	344
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wisconsin"	"55"	"2004"	"2004"	327
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wisconsin"	"55"	"2005"	"2005"	325
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wisconsin"	"55"	"2006"	"2006"	379
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wisconsin"	"55"	"2007"	"2007"	366
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wisconsin"	"55"	"2008"	"2008"	424
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wisconsin"	"55"	"2009"	"2009"	428
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wisconsin"	"55"	"2010"	"2010"	410
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wisconsin"	"55"	"2011"	"2011"	382
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wisconsin"	"55"	"2012"	"2012"	430
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wisconsin"	"55"	"2013"	"2013"	421
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wyoming"	"56"	"1999"	"1999"	16
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wyoming"	"56"	"2000"	"2000"	22
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wyoming"	"56"	"2001"	"2001"	26
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wyoming"	"56"	"2002"	"2002"	21
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wyoming"	"56"	"2003"	"2003"	27
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wyoming"	"56"	"2004"	"2004"	21
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wyoming"	"56"	"2005"	"2005"	19
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wyoming"	"56"	"2006"	"2006"	24
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wyoming"	"56"	"2007"	"2007"	41
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wyoming"	"56"	"2008"	"2008"	23
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wyoming"	"56"	"2009"	"2009"	21
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wyoming"	"56"	"2010"	"2010"	23
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wyoming"	"56"	"2011"	"2011"	46
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wyoming"	"56"	"2012"	"2012"	32
	"Kidney and Renal Pelvis"	"29020"	"Female"	"F"	"Wyoming"	"56"	"2013"	"2013"	26
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alabama"	"01"	"1999"	"1999"	266
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alabama"	"01"	"2000"	"2000"	315
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alabama"	"01"	"2001"	"2001"	337
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alabama"	"01"	"2002"	"2002"	384
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alabama"	"01"	"2003"	"2003"	397
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alabama"	"01"	"2004"	"2004"	437
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alabama"	"01"	"2005"	"2005"	456
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alabama"	"01"	"2006"	"2006"	448
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alabama"	"01"	"2007"	"2007"	477
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alabama"	"01"	"2008"	"2008"	507
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alabama"	"01"	"2009"	"2009"	547
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alabama"	"01"	"2010"	"2010"	542
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alabama"	"01"	"2011"	"2011"	543
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alabama"	"01"	"2012"	"2012"	620
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alabama"	"01"	"2013"	"2013"	593
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alaska"	"02"	"1999"	"1999"	45
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alaska"	"02"	"2000"	"2000"	32
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alaska"	"02"	"2001"	"2001"	44
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alaska"	"02"	"2002"	"2002"	55
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alaska"	"02"	"2003"	"2003"	44
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alaska"	"02"	"2004"	"2004"	49
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alaska"	"02"	"2005"	"2005"	58
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alaska"	"02"	"2006"	"2006"	48
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alaska"	"02"	"2007"	"2007"	55
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alaska"	"02"	"2008"	"2008"	63
	"Kidney and Renal Pelvis"	"29020"	"Male"	"M"	"Alaska"	"02"	"2009"	"2009"	62
