"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2008"	"2008"	"White"	"2106-3"	106
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2009"	"2009"	"White"	"2106-3"	116
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2010"	"2010"	"White"	"2106-3"	112
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2011"	"2011"	"White"	"2106-3"	119
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2012"	"2012"	"White"	"2106-3"	88
	"Kidney and Renal Pelvis"	"29020"	"West Virginia"	"54"	"2013"	"2013"	"White"	"2106-3"	115
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"1999"	"1999"	"White"	"2106-3"	239
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2000"	"2000"	"White"	"2106-3"	236
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2001"	"2001"	"White"	"2106-3"	238
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2002"	"2002"	"White"	"2106-3"	263
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2003"	"2003"	"White"	"2106-3"	249
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2004"	"2004"	"White"	"2106-3"	264
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2005"	"2005"	"White"	"2106-3"	226
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2006"	"2006"	"White"	"2106-3"	267
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2007"	"2007"	"White"	"2106-3"	260
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2008"	"2008"	"White"	"2106-3"	262
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2009"	"2009"	"White"	"2106-3"	257
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2010"	"2010"	"White"	"2106-3"	281
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2011"	"2011"	"White"	"2106-3"	277
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2012"	"2012"	"White"	"2106-3"	269
	"Kidney and Renal Pelvis"	"29020"	"Wisconsin"	"55"	"2013"	"2013"	"White"	"2106-3"	282
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"1999"	"1999"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"2000"	"2000"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"2001"	"2001"	"White"	"2106-3"	22
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"2002"	"2002"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"2003"	"2003"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"2004"	"2004"	"White"	"2106-3"	19
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"2005"	"2005"	"White"	"2106-3"	20
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"2007"	"2007"	"White"	"2106-3"	25
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"2008"	"2008"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"2009"	"2009"	"White"	"2106-3"	22
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"2010"	"2010"	"White"	"2106-3"	23
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"2011"	"2011"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"2012"	"2012"	"White"	"2106-3"	23
	"Kidney and Renal Pelvis"	"29020"	"Wyoming"	"56"	"2013"	"2013"	"White"	"2106-3"	16
	"Larynx"	"22020"	"Alabama"	"01"	"1999"	"1999"	"White"	"2106-3"	36
	"Larynx"	"22020"	"Alabama"	"01"	"2000"	"2000"	"Black or African American"	"2054-5"	30
	"Larynx"	"22020"	"Alabama"	"01"	"2000"	"2000"	"White"	"2106-3"	58
	"Larynx"	"22020"	"Alabama"	"01"	"2001"	"2001"	"Black or African American"	"2054-5"	20
	"Larynx"	"22020"	"Alabama"	"01"	"2001"	"2001"	"White"	"2106-3"	52
	"Larynx"	"22020"	"Alabama"	"01"	"2002"	"2002"	"Black or African American"	"2054-5"	20
	"Larynx"	"22020"	"Alabama"	"01"	"2002"	"2002"	"White"	"2106-3"	46
	"Larynx"	"22020"	"Alabama"	"01"	"2003"	"2003"	"Black or African American"	"2054-5"	21
	"Larynx"	"22020"	"Alabama"	"01"	"2003"	"2003"	"White"	"2106-3"	44
	"Larynx"	"22020"	"Alabama"	"01"	"2004"	"2004"	"Black or African American"	"2054-5"	19
	"Larynx"	"22020"	"Alabama"	"01"	"2004"	"2004"	"White"	"2106-3"	43
	"Larynx"	"22020"	"Alabama"	"01"	"2005"	"2005"	"Black or African American"	"2054-5"	26
	"Larynx"	"22020"	"Alabama"	"01"	"2005"	"2005"	"White"	"2106-3"	55
	"Larynx"	"22020"	"Alabama"	"01"	"2006"	"2006"	"Black or African American"	"2054-5"	27
	"Larynx"	"22020"	"Alabama"	"01"	"2006"	"2006"	"White"	"2106-3"	56
	"Larynx"	"22020"	"Alabama"	"01"	"2007"	"2007"	"Black or African American"	"2054-5"	21
	"Larynx"	"22020"	"Alabama"	"01"	"2007"	"2007"	"White"	"2106-3"	43
	"Larynx"	"22020"	"Alabama"	"01"	"2008"	"2008"	"Black or African American"	"2054-5"	24
	"Larynx"	"22020"	"Alabama"	"01"	"2008"	"2008"	"White"	"2106-3"	52
	"Larynx"	"22020"	"Alabama"	"01"	"2009"	"2009"	"Black or African American"	"2054-5"	25
	"Larynx"	"22020"	"Alabama"	"01"	"2009"	"2009"	"White"	"2106-3"	53
	"Larynx"	"22020"	"Alabama"	"01"	"2010"	"2010"	"Black or African American"	"2054-5"	21
	"Larynx"	"22020"	"Alabama"	"01"	"2010"	"2010"	"White"	"2106-3"	45
	"Larynx"	"22020"	"Alabama"	"01"	"2011"	"2011"	"Black or African American"	"2054-5"	29
	"Larynx"	"22020"	"Alabama"	"01"	"2011"	"2011"	"White"	"2106-3"	65
	"Larynx"	"22020"	"Alabama"	"01"	"2012"	"2012"	"Black or African American"	"2054-5"	17
	"Larynx"	"22020"	"Alabama"	"01"	"2012"	"2012"	"White"	"2106-3"	59
	"Larynx"	"22020"	"Alabama"	"01"	"2013"	"2013"	"Black or African American"	"2054-5"	24
	"Larynx"	"22020"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	39
	"Larynx"	"22020"	"Arizona"	"04"	"1999"	"1999"	"White"	"2106-3"	50
	"Larynx"	"22020"	"Arizona"	"04"	"2000"	"2000"	"White"	"2106-3"	39
	"Larynx"	"22020"	"Arizona"	"04"	"2001"	"2001"	"White"	"2106-3"	56
	"Larynx"	"22020"	"Arizona"	"04"	"2002"	"2002"	"White"	"2106-3"	53
	"Larynx"	"22020"	"Arizona"	"04"	"2003"	"2003"	"White"	"2106-3"	48
	"Larynx"	"22020"	"Arizona"	"04"	"2004"	"2004"	"White"	"2106-3"	51
	"Larynx"	"22020"	"Arizona"	"04"	"2005"	"2005"	"White"	"2106-3"	52
	"Larynx"	"22020"	"Arizona"	"04"	"2006"	"2006"	"White"	"2106-3"	53
	"Larynx"	"22020"	"Arizona"	"04"	"2007"	"2007"	"White"	"2106-3"	64
	"Larynx"	"22020"	"Arizona"	"04"	"2008"	"2008"	"White"	"2106-3"	41
	"Larynx"	"22020"	"Arizona"	"04"	"2009"	"2009"	"White"	"2106-3"	63
	"Larynx"	"22020"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	62
	"Larynx"	"22020"	"Arizona"	"04"	"2011"	"2011"	"White"	"2106-3"	55
	"Larynx"	"22020"	"Arizona"	"04"	"2012"	"2012"	"White"	"2106-3"	46
	"Larynx"	"22020"	"Arizona"	"04"	"2013"	"2013"	"White"	"2106-3"	52
	"Larynx"	"22020"	"Arkansas"	"05"	"1999"	"1999"	"White"	"2106-3"	23
	"Larynx"	"22020"	"Arkansas"	"05"	"2000"	"2000"	"White"	"2106-3"	33
	"Larynx"	"22020"	"Arkansas"	"05"	"2001"	"2001"	"White"	"2106-3"	20
	"Larynx"	"22020"	"Arkansas"	"05"	"2002"	"2002"	"White"	"2106-3"	32
	"Larynx"	"22020"	"Arkansas"	"05"	"2003"	"2003"	"White"	"2106-3"	26
	"Larynx"	"22020"	"Arkansas"	"05"	"2004"	"2004"	"White"	"2106-3"	32
	"Larynx"	"22020"	"Arkansas"	"05"	"2005"	"2005"	"White"	"2106-3"	30
	"Larynx"	"22020"	"Arkansas"	"05"	"2006"	"2006"	"White"	"2106-3"	41
	"Larynx"	"22020"	"Arkansas"	"05"	"2007"	"2007"	"White"	"2106-3"	21
	"Larynx"	"22020"	"Arkansas"	"05"	"2008"	"2008"	"White"	"2106-3"	38
	"Larynx"	"22020"	"Arkansas"	"05"	"2009"	"2009"	"White"	"2106-3"	18
	"Larynx"	"22020"	"Arkansas"	"05"	"2010"	"2010"	"White"	"2106-3"	23
	"Larynx"	"22020"	"Arkansas"	"05"	"2011"	"2011"	"White"	"2106-3"	27
	"Larynx"	"22020"	"Arkansas"	"05"	"2012"	"2012"	"White"	"2106-3"	37
	"Larynx"	"22020"	"Arkansas"	"05"	"2013"	"2013"	"White"	"2106-3"	29
	"Larynx"	"22020"	"California"	"06"	"1999"	"1999"	"Black or African American"	"2054-5"	35
	"Larynx"	"22020"	"California"	"06"	"1999"	"1999"	"White"	"2106-3"	252
	"Larynx"	"22020"	"California"	"06"	"2000"	"2000"	"Black or African American"	"2054-5"	49
	"Larynx"	"22020"	"California"	"06"	"2000"	"2000"	"White"	"2106-3"	213
	"Larynx"	"22020"	"California"	"06"	"2001"	"2001"	"Asian or Pacific Islander"	"A-PI"	19
	"Larynx"	"22020"	"California"	"06"	"2001"	"2001"	"Black or African American"	"2054-5"	47
	"Larynx"	"22020"	"California"	"06"	"2001"	"2001"	"White"	"2106-3"	281
	"Larynx"	"22020"	"California"	"06"	"2002"	"2002"	"Black or African American"	"2054-5"	37
	"Larynx"	"22020"	"California"	"06"	"2002"	"2002"	"White"	"2106-3"	262
	"Larynx"	"22020"	"California"	"06"	"2003"	"2003"	"Black or African American"	"2054-5"	57
	"Larynx"	"22020"	"California"	"06"	"2003"	"2003"	"White"	"2106-3"	262
	"Larynx"	"22020"	"California"	"06"	"2004"	"2004"	"Black or African American"	"2054-5"	37
	"Larynx"	"22020"	"California"	"06"	"2004"	"2004"	"White"	"2106-3"	248
	"Larynx"	"22020"	"California"	"06"	"2005"	"2005"	"Asian or Pacific Islander"	"A-PI"	16
	"Larynx"	"22020"	"California"	"06"	"2005"	"2005"	"Black or African American"	"2054-5"	38
	"Larynx"	"22020"	"California"	"06"	"2005"	"2005"	"White"	"2106-3"	256
	"Larynx"	"22020"	"California"	"06"	"2006"	"2006"	"Asian or Pacific Islander"	"A-PI"	22
	"Larynx"	"22020"	"California"	"06"	"2006"	"2006"	"Black or African American"	"2054-5"	33
	"Larynx"	"22020"	"California"	"06"	"2006"	"2006"	"White"	"2106-3"	255
	"Larynx"	"22020"	"California"	"06"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	24
	"Larynx"	"22020"	"California"	"06"	"2007"	"2007"	"Black or African American"	"2054-5"	33
	"Larynx"	"22020"	"California"	"06"	"2007"	"2007"	"White"	"2106-3"	251
	"Larynx"	"22020"	"California"	"06"	"2008"	"2008"	"Asian or Pacific Islander"	"A-PI"	16
	"Larynx"	"22020"	"California"	"06"	"2008"	"2008"	"Black or African American"	"2054-5"	25
	"Larynx"	"22020"	"California"	"06"	"2008"	"2008"	"White"	"2106-3"	230
	"Larynx"	"22020"	"California"	"06"	"2009"	"2009"	"Asian or Pacific Islander"	"A-PI"	18
	"Larynx"	"22020"	"California"	"06"	"2009"	"2009"	"Black or African American"	"2054-5"	43
	"Larynx"	"22020"	"California"	"06"	"2009"	"2009"	"White"	"2106-3"	247
	"Larynx"	"22020"	"California"	"06"	"2010"	"2010"	"Asian or Pacific Islander"	"A-PI"	24
	"Larynx"	"22020"	"California"	"06"	"2010"	"2010"	"Black or African American"	"2054-5"	39
	"Larynx"	"22020"	"California"	"06"	"2010"	"2010"	"White"	"2106-3"	234
	"Larynx"	"22020"	"California"	"06"	"2011"	"2011"	"Black or African American"	"2054-5"	30
	"Larynx"	"22020"	"California"	"06"	"2011"	"2011"	"White"	"2106-3"	242
	"Larynx"	"22020"	"California"	"06"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	23
	"Larynx"	"22020"	"California"	"06"	"2012"	"2012"	"Black or African American"	"2054-5"	26
	"Larynx"	"22020"	"California"	"06"	"2012"	"2012"	"White"	"2106-3"	246
	"Larynx"	"22020"	"California"	"06"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	17
	"Larynx"	"22020"	"California"	"06"	"2013"	"2013"	"Black or African American"	"2054-5"	26
	"Larynx"	"22020"	"California"	"06"	"2013"	"2013"	"White"	"2106-3"	239
	"Larynx"	"22020"	"Colorado"	"08"	"1999"	"1999"	"White"	"2106-3"	26
	"Larynx"	"22020"	"Colorado"	"08"	"2000"	"2000"	"White"	"2106-3"	26
	"Larynx"	"22020"	"Colorado"	"08"	"2001"	"2001"	"White"	"2106-3"	35
	"Larynx"	"22020"	"Colorado"	"08"	"2002"	"2002"	"White"	"2106-3"	24
	"Larynx"	"22020"	"Colorado"	"08"	"2003"	"2003"	"White"	"2106-3"	36
	"Larynx"	"22020"	"Colorado"	"08"	"2004"	"2004"	"White"	"2106-3"	24
	"Larynx"	"22020"	"Colorado"	"08"	"2005"	"2005"	"White"	"2106-3"	36
	"Larynx"	"22020"	"Colorado"	"08"	"2006"	"2006"	"White"	"2106-3"	26
	"Larynx"	"22020"	"Colorado"	"08"	"2007"	"2007"	"White"	"2106-3"	22
	"Larynx"	"22020"	"Colorado"	"08"	"2008"	"2008"	"White"	"2106-3"	32
	"Larynx"	"22020"	"Colorado"	"08"	"2009"	"2009"	"White"	"2106-3"	24
	"Larynx"	"22020"	"Colorado"	"08"	"2010"	"2010"	"White"	"2106-3"	38
	"Larynx"	"22020"	"Colorado"	"08"	"2011"	"2011"	"White"	"2106-3"	28
	"Larynx"	"22020"	"Colorado"	"08"	"2012"	"2012"	"White"	"2106-3"	32
	"Larynx"	"22020"	"Colorado"	"08"	"2013"	"2013"	"White"	"2106-3"	29
	"Larynx"	"22020"	"Connecticut"	"09"	"1999"	"1999"	"White"	"2106-3"	54
	"Larynx"	"22020"	"Connecticut"	"09"	"2000"	"2000"	"White"	"2106-3"	40
	"Larynx"	"22020"	"Connecticut"	"09"	"2001"	"2001"	"White"	"2106-3"	34
	"Larynx"	"22020"	"Connecticut"	"09"	"2002"	"2002"	"White"	"2106-3"	49
	"Larynx"	"22020"	"Connecticut"	"09"	"2003"	"2003"	"White"	"2106-3"	44
	"Larynx"	"22020"	"Connecticut"	"09"	"2004"	"2004"	"White"	"2106-3"	33
	"Larynx"	"22020"	"Connecticut"	"09"	"2005"	"2005"	"White"	"2106-3"	42
	"Larynx"	"22020"	"Connecticut"	"09"	"2006"	"2006"	"White"	"2106-3"	32
	"Larynx"	"22020"	"Connecticut"	"09"	"2007"	"2007"	"White"	"2106-3"	30
	"Larynx"	"22020"	"Connecticut"	"09"	"2008"	"2008"	"White"	"2106-3"	40
	"Larynx"	"22020"	"Connecticut"	"09"	"2009"	"2009"	"White"	"2106-3"	40
	"Larynx"	"22020"	"Connecticut"	"09"	"2010"	"2010"	"White"	"2106-3"	30
	"Larynx"	"22020"	"Connecticut"	"09"	"2011"	"2011"	"White"	"2106-3"	34
	"Larynx"	"22020"	"Connecticut"	"09"	"2012"	"2012"	"White"	"2106-3"	25
	"Larynx"	"22020"	"Connecticut"	"09"	"2013"	"2013"	"White"	"2106-3"	32
	"Larynx"	"22020"	"Delaware"	"10"	"2008"	"2008"	"White"	"2106-3"	17
	"Larynx"	"22020"	"District of Columbia"	"11"	"1999"	"1999"	"Black or African American"	"2054-5"	20
	"Larynx"	"22020"	"District of Columbia"	"11"	"2000"	"2000"	"Black or African American"	"2054-5"	19
	"Larynx"	"22020"	"District of Columbia"	"11"	"2001"	"2001"	"Black or African American"	"2054-5"	20
	"Larynx"	"22020"	"Florida"	"12"	"1999"	"1999"	"Black or African American"	"2054-5"	43
	"Larynx"	"22020"	"Florida"	"12"	"1999"	"1999"	"White"	"2106-3"	266
	"Larynx"	"22020"	"Florida"	"12"	"2000"	"2000"	"Black or African American"	"2054-5"	33
	"Larynx"	"22020"	"Florida"	"12"	"2000"	"2000"	"White"	"2106-3"	280
	"Larynx"	"22020"	"Florida"	"12"	"2001"	"2001"	"Black or African American"	"2054-5"	37
	"Larynx"	"22020"	"Florida"	"12"	"2001"	"2001"	"White"	"2106-3"	255
	"Larynx"	"22020"	"Florida"	"12"	"2002"	"2002"	"Black or African American"	"2054-5"	42
	"Larynx"	"22020"	"Florida"	"12"	"2002"	"2002"	"White"	"2106-3"	255
	"Larynx"	"22020"	"Florida"	"12"	"2003"	"2003"	"Black or African American"	"2054-5"	43
	"Larynx"	"22020"	"Florida"	"12"	"2003"	"2003"	"White"	"2106-3"	285
	"Larynx"	"22020"	"Florida"	"12"	"2004"	"2004"	"Black or African American"	"2054-5"	33
	"Larynx"	"22020"	"Florida"	"12"	"2004"	"2004"	"White"	"2106-3"	268
	"Larynx"	"22020"	"Florida"	"12"	"2005"	"2005"	"Black or African American"	"2054-5"	50
	"Larynx"	"22020"	"Florida"	"12"	"2005"	"2005"	"White"	"2106-3"	275
	"Larynx"	"22020"	"Florida"	"12"	"2006"	"2006"	"Black or African American"	"2054-5"	42
	"Larynx"	"22020"	"Florida"	"12"	"2006"	"2006"	"White"	"2106-3"	313
	"Larynx"	"22020"	"Florida"	"12"	"2007"	"2007"	"Black or African American"	"2054-5"	42
	"Larynx"	"22020"	"Florida"	"12"	"2007"	"2007"	"White"	"2106-3"	253
	"Larynx"	"22020"	"Florida"	"12"	"2008"	"2008"	"Black or African American"	"2054-5"	44
	"Larynx"	"22020"	"Florida"	"12"	"2008"	"2008"	"White"	"2106-3"	274
	"Larynx"	"22020"	"Florida"	"12"	"2009"	"2009"	"Black or African American"	"2054-5"	30
	"Larynx"	"22020"	"Florida"	"12"	"2009"	"2009"	"White"	"2106-3"	247
	"Larynx"	"22020"	"Florida"	"12"	"2010"	"2010"	"Black or African American"	"2054-5"	47
	"Larynx"	"22020"	"Florida"	"12"	"2010"	"2010"	"White"	"2106-3"	264
	"Larynx"	"22020"	"Florida"	"12"	"2011"	"2011"	"Black or African American"	"2054-5"	46
	"Larynx"	"22020"	"Florida"	"12"	"2011"	"2011"	"White"	"2106-3"	261
	"Larynx"	"22020"	"Florida"	"12"	"2012"	"2012"	"Black or African American"	"2054-5"	39
	"Larynx"	"22020"	"Florida"	"12"	"2012"	"2012"	"White"	"2106-3"	272
	"Larynx"	"22020"	"Florida"	"12"	"2013"	"2013"	"Black or African American"	"2054-5"	33
	"Larynx"	"22020"	"Florida"	"12"	"2013"	"2013"	"White"	"2106-3"	258
	"Larynx"	"22020"	"Georgia"	"13"	"1999"	"1999"	"Black or African American"	"2054-5"	32
	"Larynx"	"22020"	"Georgia"	"13"	"1999"	"1999"	"White"	"2106-3"	43
	"Larynx"	"22020"	"Georgia"	"13"	"2000"	"2000"	"Black or African American"	"2054-5"	37
	"Larynx"	"22020"	"Georgia"	"13"	"2000"	"2000"	"White"	"2106-3"	68
	"Larynx"	"22020"	"Georgia"	"13"	"2001"	"2001"	"Black or African American"	"2054-5"	49
	"Larynx"	"22020"	"Georgia"	"13"	"2001"	"2001"	"White"	"2106-3"	73
	"Larynx"	"22020"	"Georgia"	"13"	"2002"	"2002"	"Black or African American"	"2054-5"	39
	"Larynx"	"22020"	"Georgia"	"13"	"2002"	"2002"	"White"	"2106-3"	70
	"Larynx"	"22020"	"Georgia"	"13"	"2003"	"2003"	"Black or African American"	"2054-5"	34
	"Larynx"	"22020"	"Georgia"	"13"	"2003"	"2003"	"White"	"2106-3"	73
	"Larynx"	"22020"	"Georgia"	"13"	"2004"	"2004"	"Black or African American"	"2054-5"	40
	"Larynx"	"22020"	"Georgia"	"13"	"2004"	"2004"	"White"	"2106-3"	66
	"Larynx"	"22020"	"Georgia"	"13"	"2005"	"2005"	"Black or African American"	"2054-5"	31
	"Larynx"	"22020"	"Georgia"	"13"	"2005"	"2005"	"White"	"2106-3"	72
	"Larynx"	"22020"	"Georgia"	"13"	"2006"	"2006"	"Black or African American"	"2054-5"	32
	"Larynx"	"22020"	"Georgia"	"13"	"2006"	"2006"	"White"	"2106-3"	80
	"Larynx"	"22020"	"Georgia"	"13"	"2007"	"2007"	"Black or African American"	"2054-5"	26
	"Larynx"	"22020"	"Georgia"	"13"	"2007"	"2007"	"White"	"2106-3"	49
	"Larynx"	"22020"	"Georgia"	"13"	"2008"	"2008"	"Black or African American"	"2054-5"	22
	"Larynx"	"22020"	"Georgia"	"13"	"2008"	"2008"	"White"	"2106-3"	61
	"Larynx"	"22020"	"Georgia"	"13"	"2009"	"2009"	"Black or African American"	"2054-5"	30
	"Larynx"	"22020"	"Georgia"	"13"	"2009"	"2009"	"White"	"2106-3"	59
	"Larynx"	"22020"	"Georgia"	"13"	"2010"	"2010"	"Black or African American"	"2054-5"	36
	"Larynx"	"22020"	"Georgia"	"13"	"2010"	"2010"	"White"	"2106-3"	94
	"Larynx"	"22020"	"Georgia"	"13"	"2011"	"2011"	"Black or African American"	"2054-5"	41
	"Larynx"	"22020"	"Georgia"	"13"	"2011"	"2011"	"White"	"2106-3"	79
	"Larynx"	"22020"	"Georgia"	"13"	"2012"	"2012"	"Black or African American"	"2054-5"	28
	"Larynx"	"22020"	"Georgia"	"13"	"2012"	"2012"	"White"	"2106-3"	65
	"Larynx"	"22020"	"Georgia"	"13"	"2013"	"2013"	"Black or African American"	"2054-5"	32
	"Larynx"	"22020"	"Georgia"	"13"	"2013"	"2013"	"White"	"2106-3"	62
	"Larynx"	"22020"	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	18
	"Larynx"	"22020"	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	16
	"Larynx"	"22020"	"Idaho"	"16"	"2007"	"2007"	"White"	"2106-3"	18
	"Larynx"	"22020"	"Idaho"	"16"	"2010"	"2010"	"White"	"2106-3"	16
	"Larynx"	"22020"	"Illinois"	"17"	"1999"	"1999"	"Black or African American"	"2054-5"	43
	"Larynx"	"22020"	"Illinois"	"17"	"1999"	"1999"	"White"	"2106-3"	136
	"Larynx"	"22020"	"Illinois"	"17"	"2000"	"2000"	"Black or African American"	"2054-5"	46
	"Larynx"	"22020"	"Illinois"	"17"	"2000"	"2000"	"White"	"2106-3"	129
	"Larynx"	"22020"	"Illinois"	"17"	"2001"	"2001"	"Black or African American"	"2054-5"	47
	"Larynx"	"22020"	"Illinois"	"17"	"2001"	"2001"	"White"	"2106-3"	120
	"Larynx"	"22020"	"Illinois"	"17"	"2002"	"2002"	"Black or African American"	"2054-5"	31
	"Larynx"	"22020"	"Illinois"	"17"	"2002"	"2002"	"White"	"2106-3"	135
	"Larynx"	"22020"	"Illinois"	"17"	"2003"	"2003"	"Black or African American"	"2054-5"	39
	"Larynx"	"22020"	"Illinois"	"17"	"2003"	"2003"	"White"	"2106-3"	142
	"Larynx"	"22020"	"Illinois"	"17"	"2004"	"2004"	"Black or African American"	"2054-5"	39
	"Larynx"	"22020"	"Illinois"	"17"	"2004"	"2004"	"White"	"2106-3"	106
	"Larynx"	"22020"	"Illinois"	"17"	"2005"	"2005"	"Black or African American"	"2054-5"	34
	"Larynx"	"22020"	"Illinois"	"17"	"2005"	"2005"	"White"	"2106-3"	116
	"Larynx"	"22020"	"Illinois"	"17"	"2006"	"2006"	"Black or African American"	"2054-5"	46
	"Larynx"	"22020"	"Illinois"	"17"	"2006"	"2006"	"White"	"2106-3"	122
	"Larynx"	"22020"	"Illinois"	"17"	"2007"	"2007"	"Black or African American"	"2054-5"	44
	"Larynx"	"22020"	"Illinois"	"17"	"2007"	"2007"	"White"	"2106-3"	127
	"Larynx"	"22020"	"Illinois"	"17"	"2008"	"2008"	"Black or African American"	"2054-5"	38
	"Larynx"	"22020"	"Illinois"	"17"	"2008"	"2008"	"White"	"2106-3"	116
	"Larynx"	"22020"	"Illinois"	"17"	"2009"	"2009"	"Black or African American"	"2054-5"	45
	"Larynx"	"22020"	"Illinois"	"17"	"2009"	"2009"	"White"	"2106-3"	136
	"Larynx"	"22020"	"Illinois"	"17"	"2010"	"2010"	"Black or African American"	"2054-5"	31
	"Larynx"	"22020"	"Illinois"	"17"	"2010"	"2010"	"White"	"2106-3"	105
	"Larynx"	"22020"	"Illinois"	"17"	"2011"	"2011"	"Black or African American"	"2054-5"	45
	"Larynx"	"22020"	"Illinois"	"17"	"2011"	"2011"	"White"	"2106-3"	117
	"Larynx"	"22020"	"Illinois"	"17"	"2012"	"2012"	"Black or African American"	"2054-5"	44
	"Larynx"	"22020"	"Illinois"	"17"	"2012"	"2012"	"White"	"2106-3"	119
	"Larynx"	"22020"	"Illinois"	"17"	"2013"	"2013"	"Black or African American"	"2054-5"	32
	"Larynx"	"22020"	"Illinois"	"17"	"2013"	"2013"	"White"	"2106-3"	147
	"Larynx"	"22020"	"Indiana"	"18"	"1999"	"1999"	"White"	"2106-3"	69
	"Larynx"	"22020"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	58
	"Larynx"	"22020"	"Indiana"	"18"	"2001"	"2001"	"White"	"2106-3"	68
	"Larynx"	"22020"	"Indiana"	"18"	"2002"	"2002"	"White"	"2106-3"	76
	"Larynx"	"22020"	"Indiana"	"18"	"2003"	"2003"	"White"	"2106-3"	58
	"Larynx"	"22020"	"Indiana"	"18"	"2004"	"2004"	"White"	"2106-3"	62
	"Larynx"	"22020"	"Indiana"	"18"	"2005"	"2005"	"White"	"2106-3"	63
	"Larynx"	"22020"	"Indiana"	"18"	"2006"	"2006"	"White"	"2106-3"	72
	"Larynx"	"22020"	"Indiana"	"18"	"2007"	"2007"	"White"	"2106-3"	72
	"Larynx"	"22020"	"Indiana"	"18"	"2008"	"2008"	"White"	"2106-3"	73
	"Larynx"	"22020"	"Indiana"	"18"	"2009"	"2009"	"White"	"2106-3"	63
	"Larynx"	"22020"	"Indiana"	"18"	"2010"	"2010"	"White"	"2106-3"	91
	"Larynx"	"22020"	"Indiana"	"18"	"2011"	"2011"	"White"	"2106-3"	72
	"Larynx"	"22020"	"Indiana"	"18"	"2012"	"2012"	"Black or African American"	"2054-5"	18
	"Larynx"	"22020"	"Indiana"	"18"	"2012"	"2012"	"White"	"2106-3"	74
	"Larynx"	"22020"	"Indiana"	"18"	"2013"	"2013"	"White"	"2106-3"	65
	"Larynx"	"22020"	"Iowa"	"19"	"1999"	"1999"	"White"	"2106-3"	52
	"Larynx"	"22020"	"Iowa"	"19"	"2000"	"2000"	"White"	"2106-3"	36
	"Larynx"	"22020"	"Iowa"	"19"	"2001"	"2001"	"White"	"2106-3"	41
	"Larynx"	"22020"	"Iowa"	"19"	"2002"	"2002"	"White"	"2106-3"	34
	"Larynx"	"22020"	"Iowa"	"19"	"2003"	"2003"	"White"	"2106-3"	40
