"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths
	"Breast"	"26000"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2011"	"2011"	"Black or African American"	"2054-5"	307
	"Breast"	"26000"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2011"	"2011"	"White"	"2106-3"	934
	"Breast"	"26000"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	29
	"Breast"	"26000"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2012"	"2012"	"Black or African American"	"2054-5"	333
	"Breast"	"26000"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2012"	"2012"	"White"	"2106-3"	971
	"Breast"	"26000"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	41
	"Breast"	"26000"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2013"	"2013"	"Black or African American"	"2054-5"	312
	"Breast"	"26000"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2013"	"2013"	"White"	"2106-3"	889
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"1999"	"1999"	"Black or African American"	"2054-5"	35
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"1999"	"1999"	"White"	"2106-3"	309
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2000"	"2000"	"Black or African American"	"2054-5"	50
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2000"	"2000"	"White"	"2106-3"	287
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2001"	"2001"	"Black or African American"	"2054-5"	41
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2001"	"2001"	"White"	"2106-3"	272
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2002"	"2002"	"Black or African American"	"2054-5"	43
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2002"	"2002"	"White"	"2106-3"	282
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2003"	"2003"	"Black or African American"	"2054-5"	47
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2003"	"2003"	"White"	"2106-3"	281
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2004"	"2004"	"Black or African American"	"2054-5"	50
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2004"	"2004"	"White"	"2106-3"	265
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2005"	"2005"	"Black or African American"	"2054-5"	48
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2005"	"2005"	"White"	"2106-3"	261
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2006"	"2006"	"Black or African American"	"2054-5"	39
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2006"	"2006"	"White"	"2106-3"	246
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2007"	"2007"	"Black or African American"	"2054-5"	29
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2007"	"2007"	"White"	"2106-3"	296
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2008"	"2008"	"Black or African American"	"2054-5"	52
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2008"	"2008"	"White"	"2106-3"	257
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2009"	"2009"	"Black or African American"	"2054-5"	32
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2009"	"2009"	"White"	"2106-3"	227
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2010"	"2010"	"Black or African American"	"2054-5"	39
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2010"	"2010"	"White"	"2106-3"	245
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2011"	"2011"	"Black or African American"	"2054-5"	36
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2011"	"2011"	"White"	"2106-3"	252
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2012"	"2012"	"Black or African American"	"2054-5"	58
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2012"	"2012"	"White"	"2106-3"	260
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2013"	"2013"	"Black or African American"	"2054-5"	37
	"Breast"	"26000"	" Cincinnati, OH-KY-IN  "	"17140"	"2013"	"2013"	"White"	"2106-3"	265
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"1999"	"1999"	"Black or African American"	"2054-5"	97
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"1999"	"1999"	"White"	"2106-3"	302
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2000"	"2000"	"Black or African American"	"2054-5"	79
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2000"	"2000"	"White"	"2106-3"	343
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2001"	"2001"	"Black or African American"	"2054-5"	89
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2001"	"2001"	"White"	"2106-3"	318
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2002"	"2002"	"Black or African American"	"2054-5"	73
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2002"	"2002"	"White"	"2106-3"	337
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2003"	"2003"	"Black or African American"	"2054-5"	73
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2003"	"2003"	"White"	"2106-3"	290
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2004"	"2004"	"Black or African American"	"2054-5"	82
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2004"	"2004"	"White"	"2106-3"	303
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2005"	"2005"	"Black or African American"	"2054-5"	86
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2005"	"2005"	"White"	"2106-3"	290
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2006"	"2006"	"Black or African American"	"2054-5"	78
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2006"	"2006"	"White"	"2106-3"	302
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2007"	"2007"	"Black or African American"	"2054-5"	103
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2007"	"2007"	"White"	"2106-3"	262
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2008"	"2008"	"Black or African American"	"2054-5"	84
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2008"	"2008"	"White"	"2106-3"	278
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2009"	"2009"	"Black or African American"	"2054-5"	61
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2009"	"2009"	"White"	"2106-3"	299
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2010"	"2010"	"Black or African American"	"2054-5"	69
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2010"	"2010"	"White"	"2106-3"	297
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2011"	"2011"	"Black or African American"	"2054-5"	79
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2011"	"2011"	"White"	"2106-3"	249
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2012"	"2012"	"Black or African American"	"2054-5"	71
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2012"	"2012"	"White"	"2106-3"	304
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2013"	"2013"	"Black or African American"	"2054-5"	91
	"Breast"	"26000"	" Cleveland-Elyria, OH  "	"17460"	"2013"	"2013"	"White"	"2106-3"	274
	"Breast"	"26000"	" Colorado Springs, CO  "	"17820"	"1999"	"1999"	"White"	"2106-3"	46
	"Breast"	"26000"	" Colorado Springs, CO  "	"17820"	"2000"	"2000"	"White"	"2106-3"	53
	"Breast"	"26000"	" Colorado Springs, CO  "	"17820"	"2001"	"2001"	"White"	"2106-3"	55
	"Breast"	"26000"	" Colorado Springs, CO  "	"17820"	"2002"	"2002"	"White"	"2106-3"	54
	"Breast"	"26000"	" Colorado Springs, CO  "	"17820"	"2003"	"2003"	"White"	"2106-3"	59
	"Breast"	"26000"	" Colorado Springs, CO  "	"17820"	"2004"	"2004"	"White"	"2106-3"	74
	"Breast"	"26000"	" Colorado Springs, CO  "	"17820"	"2005"	"2005"	"White"	"2106-3"	58
	"Breast"	"26000"	" Colorado Springs, CO  "	"17820"	"2006"	"2006"	"White"	"2106-3"	59
	"Breast"	"26000"	" Colorado Springs, CO  "	"17820"	"2007"	"2007"	"White"	"2106-3"	64
	"Breast"	"26000"	" Colorado Springs, CO  "	"17820"	"2008"	"2008"	"White"	"2106-3"	53
	"Breast"	"26000"	" Colorado Springs, CO  "	"17820"	"2009"	"2009"	"White"	"2106-3"	63
	"Breast"	"26000"	" Colorado Springs, CO  "	"17820"	"2010"	"2010"	"White"	"2106-3"	57
	"Breast"	"26000"	" Colorado Springs, CO  "	"17820"	"2011"	"2011"	"White"	"2106-3"	51
	"Breast"	"26000"	" Colorado Springs, CO  "	"17820"	"2012"	"2012"	"White"	"2106-3"	60
	"Breast"	"26000"	" Colorado Springs, CO  "	"17820"	"2013"	"2013"	"White"	"2106-3"	61
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"1999"	"1999"	"Black or African American"	"2054-5"	30
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"1999"	"1999"	"White"	"2106-3"	67
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2000"	"2000"	"Black or African American"	"2054-5"	35
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2000"	"2000"	"White"	"2106-3"	67
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2001"	"2001"	"Black or African American"	"2054-5"	33
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2001"	"2001"	"White"	"2106-3"	59
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2002"	"2002"	"Black or African American"	"2054-5"	26
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2002"	"2002"	"White"	"2106-3"	63
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2003"	"2003"	"Black or African American"	"2054-5"	28
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2003"	"2003"	"White"	"2106-3"	62
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2004"	"2004"	"Black or African American"	"2054-5"	32
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2004"	"2004"	"White"	"2106-3"	60
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2005"	"2005"	"Black or African American"	"2054-5"	37
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2005"	"2005"	"White"	"2106-3"	69
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2006"	"2006"	"Black or African American"	"2054-5"	32
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2006"	"2006"	"White"	"2106-3"	68
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2007"	"2007"	"Black or African American"	"2054-5"	43
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2007"	"2007"	"White"	"2106-3"	54
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2008"	"2008"	"Black or African American"	"2054-5"	35
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2008"	"2008"	"White"	"2106-3"	68
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2009"	"2009"	"Black or African American"	"2054-5"	29
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2009"	"2009"	"White"	"2106-3"	56
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2010"	"2010"	"Black or African American"	"2054-5"	44
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2010"	"2010"	"White"	"2106-3"	64
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2011"	"2011"	"Black or African American"	"2054-5"	42
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2011"	"2011"	"White"	"2106-3"	72
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2012"	"2012"	"Black or African American"	"2054-5"	33
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2012"	"2012"	"White"	"2106-3"	73
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2013"	"2013"	"Black or African American"	"2054-5"	48
	"Breast"	"26000"	" Columbia, SC  "	"17900"	"2013"	"2013"	"White"	"2106-3"	58
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"1999"	"1999"	"Black or African American"	"2054-5"	28
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"1999"	"1999"	"White"	"2106-3"	234
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2000"	"2000"	"Black or African American"	"2054-5"	32
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2000"	"2000"	"White"	"2106-3"	204
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2001"	"2001"	"Black or African American"	"2054-5"	32
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2001"	"2001"	"White"	"2106-3"	248
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2002"	"2002"	"Black or African American"	"2054-5"	32
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2002"	"2002"	"White"	"2106-3"	198
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2003"	"2003"	"Black or African American"	"2054-5"	33
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2003"	"2003"	"White"	"2106-3"	221
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2004"	"2004"	"Black or African American"	"2054-5"	37
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2004"	"2004"	"White"	"2106-3"	193
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2005"	"2005"	"Black or African American"	"2054-5"	27
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2005"	"2005"	"White"	"2106-3"	217
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2006"	"2006"	"Black or African American"	"2054-5"	34
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2006"	"2006"	"White"	"2106-3"	231
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2007"	"2007"	"Black or African American"	"2054-5"	33
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2007"	"2007"	"White"	"2106-3"	215
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2008"	"2008"	"Black or African American"	"2054-5"	34
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2008"	"2008"	"White"	"2106-3"	237
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2009"	"2009"	"Black or African American"	"2054-5"	52
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2009"	"2009"	"White"	"2106-3"	226
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2010"	"2010"	"Black or African American"	"2054-5"	35
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2010"	"2010"	"White"	"2106-3"	213
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2011"	"2011"	"Black or African American"	"2054-5"	41
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2011"	"2011"	"White"	"2106-3"	213
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2012"	"2012"	"Black or African American"	"2054-5"	28
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2012"	"2012"	"White"	"2106-3"	181
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2013"	"2013"	"Black or African American"	"2054-5"	42
	"Breast"	"26000"	" Columbus, OH  "	"18140"	"2013"	"2013"	"White"	"2106-3"	207
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"1999"	"1999"	"Black or African American"	"2054-5"	99
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"1999"	"1999"	"White"	"2106-3"	425
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2000"	"2000"	"Black or African American"	"2054-5"	118
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2000"	"2000"	"White"	"2106-3"	457
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2001"	"2001"	"Black or African American"	"2054-5"	107
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2001"	"2001"	"White"	"2106-3"	471
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2002"	"2002"	"Black or African American"	"2054-5"	92
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2002"	"2002"	"White"	"2106-3"	456
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2003"	"2003"	"Black or African American"	"2054-5"	104
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2003"	"2003"	"White"	"2106-3"	450
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2004"	"2004"	"Black or African American"	"2054-5"	114
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2004"	"2004"	"White"	"2106-3"	474
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2005"	"2005"	"Black or African American"	"2054-5"	118
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2005"	"2005"	"White"	"2106-3"	482
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2006"	"2006"	"Black or African American"	"2054-5"	113
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2006"	"2006"	"White"	"2106-3"	472
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2007"	"2007"	"Black or African American"	"2054-5"	120
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2007"	"2007"	"White"	"2106-3"	494
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2008"	"2008"	"Asian or Pacific Islander"	"A-PI"	17
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2008"	"2008"	"Black or African American"	"2054-5"	143
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2008"	"2008"	"White"	"2106-3"	520
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2009"	"2009"	"Black or African American"	"2054-5"	130
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2009"	"2009"	"White"	"2106-3"	445
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2010"	"2010"	"Black or African American"	"2054-5"	130
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2010"	"2010"	"White"	"2106-3"	485
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2011"	"2011"	"Black or African American"	"2054-5"	140
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2011"	"2011"	"White"	"2106-3"	491
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	21
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2012"	"2012"	"Black or African American"	"2054-5"	161
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2012"	"2012"	"White"	"2106-3"	505
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	17
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2013"	"2013"	"Black or African American"	"2054-5"	150
	"Breast"	"26000"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2013"	"2013"	"White"	"2106-3"	509
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"1999"	"1999"	"Black or African American"	"2054-5"	17
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"1999"	"1999"	"White"	"2106-3"	123
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2000"	"2000"	"Black or African American"	"2054-5"	19
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2000"	"2000"	"White"	"2106-3"	107
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2001"	"2001"	"Black or African American"	"2054-5"	21
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2001"	"2001"	"White"	"2106-3"	108
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2002"	"2002"	"Black or African American"	"2054-5"	24
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2002"	"2002"	"White"	"2106-3"	106
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2003"	"2003"	"Black or African American"	"2054-5"	21
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2003"	"2003"	"White"	"2106-3"	126
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2004"	"2004"	"Black or African American"	"2054-5"	23
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2004"	"2004"	"White"	"2106-3"	104
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2005"	"2005"	"Black or African American"	"2054-5"	16
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2005"	"2005"	"White"	"2106-3"	119
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2006"	"2006"	"Black or African American"	"2054-5"	22
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2006"	"2006"	"White"	"2106-3"	115
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2007"	"2007"	"Black or African American"	"2054-5"	16
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2007"	"2007"	"White"	"2106-3"	89
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2008"	"2008"	"Black or African American"	"2054-5"	20
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2008"	"2008"	"White"	"2106-3"	112
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2009"	"2009"	"Black or African American"	"2054-5"	23
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2009"	"2009"	"White"	"2106-3"	87
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2010"	"2010"	"Black or African American"	"2054-5"	16
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2010"	"2010"	"White"	"2106-3"	105
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2011"	"2011"	"Black or African American"	"2054-5"	27
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2011"	"2011"	"White"	"2106-3"	111
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2012"	"2012"	"Black or African American"	"2054-5"	24
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2012"	"2012"	"White"	"2106-3"	104
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2013"	"2013"	"Black or African American"	"2054-5"	27
	"Breast"	"26000"	" Dayton, OH  "	"19380"	"2013"	"2013"	"White"	"2106-3"	100
	"Breast"	"26000"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"1999"	"1999"	"White"	"2106-3"	100
	"Breast"	"26000"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2000"	"2000"	"White"	"2106-3"	96
	"Breast"	"26000"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2001"	"2001"	"White"	"2106-3"	89
	"Breast"	"26000"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2002"	"2002"	"White"	"2106-3"	96
	"Breast"	"26000"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2003"	"2003"	"White"	"2106-3"	81
	"Breast"	"26000"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2004"	"2004"	"White"	"2106-3"	96
	"Breast"	"26000"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2005"	"2005"	"White"	"2106-3"	85
	"Breast"	"26000"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2006"	"2006"	"White"	"2106-3"	84
	"Breast"	"26000"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2007"	"2007"	"White"	"2106-3"	75
	"Breast"	"26000"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2008"	"2008"	"White"	"2106-3"	103
	"Breast"	"26000"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2009"	"2009"	"White"	"2106-3"	82
	"Breast"	"26000"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2010"	"2010"	"White"	"2106-3"	92
	"Breast"	"26000"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2011"	"2011"	"White"	"2106-3"	97
	"Breast"	"26000"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2012"	"2012"	"White"	"2106-3"	103
	"Breast"	"26000"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2013"	"2013"	"White"	"2106-3"	107
	"Breast"	"26000"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2002"	"2002"	"White"	"2106-3"	225
	"Breast"	"26000"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2003"	"2003"	"White"	"2106-3"	230
	"Breast"	"26000"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2004"	"2004"	"White"	"2106-3"	224
	"Breast"	"26000"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2005"	"2005"	"White"	"2106-3"	227
	"Breast"	"26000"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2006"	"2006"	"White"	"2106-3"	210
	"Breast"	"26000"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2007"	"2007"	"White"	"2106-3"	204
	"Breast"	"26000"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2008"	"2008"	"Black or African American"	"2054-5"	20
	"Breast"	"26000"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2008"	"2008"	"White"	"2106-3"	209
	"Breast"	"26000"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2009"	"2009"	"White"	"2106-3"	222
	"Breast"	"26000"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2010"	"2010"	"Black or African American"	"2054-5"	19
	"Breast"	"26000"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2010"	"2010"	"White"	"2106-3"	226
