"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2005"	"2005"	"80-84 years"	"80-84"	21
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2005"	"2005"	"85+ years"	"85+"	33
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2006"	"2006"	"85+ years"	"85+"	35
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2007"	"2007"	"85+ years"	"85+"	24
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2008"	"2008"	"75-79 years"	"75-79"	20
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2008"	"2008"	"85+ years"	"85+"	27
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2009"	"2009"	"85+ years"	"85+"	22
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2010"	"2010"	"85+ years"	"85+"	27
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2011"	"2011"	"85+ years"	"85+"	33
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2012"	"2012"	"80-84 years"	"80-84"	19
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2012"	"2012"	"85+ years"	"85+"	38
	"Colon and Rectum"	"21041-21052"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2013"	"2013"	"85+ years"	"85+"	35
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"1999"	"1999"	"50-54 years"	"50-54"	17
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"1999"	"1999"	"55-59 years"	"55-59"	18
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"1999"	"1999"	"60-64 years "	"60-64"	16
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"1999"	"1999"	"65-69 years"	"65-69"	31
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"1999"	"1999"	"70-74 years"	"70-74"	34
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"1999"	"1999"	"75-79 years"	"75-79"	40
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"1999"	"1999"	"80-84 years"	"80-84"	39
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"1999"	"1999"	"85+ years"	"85+"	49
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2000"	"2000"	"45-49 years"	"45-49"	17
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2000"	"2000"	"50-54 years"	"50-54"	21
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2000"	"2000"	"60-64 years "	"60-64"	22
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2000"	"2000"	"65-69 years"	"65-69"	33
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2000"	"2000"	"70-74 years"	"70-74"	29
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2000"	"2000"	"75-79 years"	"75-79"	39
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2000"	"2000"	"80-84 years"	"80-84"	44
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2000"	"2000"	"85+ years"	"85+"	53
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2001"	"2001"	"50-54 years"	"50-54"	20
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2001"	"2001"	"60-64 years "	"60-64"	24
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2001"	"2001"	"65-69 years"	"65-69"	29
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2001"	"2001"	"70-74 years"	"70-74"	36
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2001"	"2001"	"75-79 years"	"75-79"	27
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2001"	"2001"	"80-84 years"	"80-84"	48
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2001"	"2001"	"85+ years"	"85+"	60
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2002"	"2002"	"55-59 years"	"55-59"	26
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2002"	"2002"	"60-64 years "	"60-64"	17
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2002"	"2002"	"65-69 years"	"65-69"	31
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2002"	"2002"	"70-74 years"	"70-74"	32
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2002"	"2002"	"75-79 years"	"75-79"	54
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2002"	"2002"	"80-84 years"	"80-84"	37
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2002"	"2002"	"85+ years"	"85+"	57
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2003"	"2003"	"55-59 years"	"55-59"	25
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2003"	"2003"	"60-64 years "	"60-64"	32
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2003"	"2003"	"65-69 years"	"65-69"	24
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2003"	"2003"	"70-74 years"	"70-74"	28
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2003"	"2003"	"75-79 years"	"75-79"	44
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2003"	"2003"	"80-84 years"	"80-84"	40
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2003"	"2003"	"85+ years"	"85+"	55
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2004"	"2004"	"55-59 years"	"55-59"	31
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2004"	"2004"	"60-64 years "	"60-64"	23
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2004"	"2004"	"65-69 years"	"65-69"	31
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2004"	"2004"	"70-74 years"	"70-74"	25
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2004"	"2004"	"75-79 years"	"75-79"	46
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2004"	"2004"	"80-84 years"	"80-84"	32
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2004"	"2004"	"85+ years"	"85+"	65
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2005"	"2005"	"50-54 years"	"50-54"	22
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2005"	"2005"	"55-59 years"	"55-59"	26
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2005"	"2005"	"60-64 years "	"60-64"	29
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2005"	"2005"	"65-69 years"	"65-69"	27
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2005"	"2005"	"70-74 years"	"70-74"	44
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2005"	"2005"	"75-79 years"	"75-79"	41
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2005"	"2005"	"80-84 years"	"80-84"	55
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2005"	"2005"	"85+ years"	"85+"	46
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2006"	"2006"	"50-54 years"	"50-54"	25
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2006"	"2006"	"55-59 years"	"55-59"	30
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2006"	"2006"	"60-64 years "	"60-64"	30
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2006"	"2006"	"65-69 years"	"65-69"	30
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2006"	"2006"	"70-74 years"	"70-74"	40
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2006"	"2006"	"75-79 years"	"75-79"	46
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2006"	"2006"	"80-84 years"	"80-84"	45
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2006"	"2006"	"85+ years"	"85+"	42
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2007"	"2007"	"50-54 years"	"50-54"	21
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2007"	"2007"	"55-59 years"	"55-59"	28
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2007"	"2007"	"60-64 years "	"60-64"	27
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2007"	"2007"	"65-69 years"	"65-69"	34
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2007"	"2007"	"70-74 years"	"70-74"	26
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2007"	"2007"	"75-79 years"	"75-79"	43
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2007"	"2007"	"80-84 years"	"80-84"	32
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2007"	"2007"	"85+ years"	"85+"	54
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2008"	"2008"	"45-49 years"	"45-49"	17
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2008"	"2008"	"50-54 years"	"50-54"	19
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2008"	"2008"	"55-59 years"	"55-59"	27
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2008"	"2008"	"60-64 years "	"60-64"	34
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2008"	"2008"	"65-69 years"	"65-69"	25
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2008"	"2008"	"70-74 years"	"70-74"	37
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2008"	"2008"	"75-79 years"	"75-79"	33
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2008"	"2008"	"80-84 years"	"80-84"	33
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2008"	"2008"	"85+ years"	"85+"	54
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2009"	"2009"	"45-49 years"	"45-49"	20
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2009"	"2009"	"50-54 years"	"50-54"	22
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2009"	"2009"	"55-59 years"	"55-59"	29
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2009"	"2009"	"60-64 years "	"60-64"	29
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2009"	"2009"	"65-69 years"	"65-69"	30
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2009"	"2009"	"70-74 years"	"70-74"	35
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2009"	"2009"	"75-79 years"	"75-79"	33
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2009"	"2009"	"80-84 years"	"80-84"	30
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2009"	"2009"	"85+ years"	"85+"	50
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2010"	"2010"	"45-49 years"	"45-49"	18
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2010"	"2010"	"50-54 years"	"50-54"	25
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2010"	"2010"	"55-59 years"	"55-59"	25
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2010"	"2010"	"60-64 years "	"60-64"	26
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2010"	"2010"	"65-69 years"	"65-69"	33
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2010"	"2010"	"70-74 years"	"70-74"	20
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2010"	"2010"	"75-79 years"	"75-79"	42
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2010"	"2010"	"80-84 years"	"80-84"	48
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2010"	"2010"	"85+ years"	"85+"	64
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2011"	"2011"	"45-49 years"	"45-49"	21
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2011"	"2011"	"50-54 years"	"50-54"	20
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2011"	"2011"	"55-59 years"	"55-59"	36
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2011"	"2011"	"60-64 years "	"60-64"	31
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2011"	"2011"	"65-69 years"	"65-69"	36
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2011"	"2011"	"70-74 years"	"70-74"	40
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2011"	"2011"	"75-79 years"	"75-79"	38
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2011"	"2011"	"80-84 years"	"80-84"	28
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2011"	"2011"	"85+ years"	"85+"	71
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2012"	"2012"	"45-49 years"	"45-49"	17
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2012"	"2012"	"50-54 years"	"50-54"	22
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2012"	"2012"	"55-59 years"	"55-59"	23
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2012"	"2012"	"60-64 years "	"60-64"	39
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2012"	"2012"	"65-69 years"	"65-69"	31
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2012"	"2012"	"70-74 years"	"70-74"	34
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2012"	"2012"	"75-79 years"	"75-79"	35
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2012"	"2012"	"80-84 years"	"80-84"	40
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2012"	"2012"	"85+ years"	"85+"	58
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2013"	"2013"	"50-54 years"	"50-54"	21
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2013"	"2013"	"55-59 years"	"55-59"	31
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2013"	"2013"	"60-64 years "	"60-64"	38
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2013"	"2013"	"65-69 years"	"65-69"	23
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2013"	"2013"	"70-74 years"	"70-74"	33
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2013"	"2013"	"75-79 years"	"75-79"	28
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2013"	"2013"	"80-84 years"	"80-84"	35
	"Colon and Rectum"	"21041-21052"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2013"	"2013"	"85+ years"	"85+"	70
	"Colon and Rectum"	"21041-21052"	" Austin-Round Rock, TX  "	"12420"	"1999"	"1999"	"85+ years"	"85+"	25
	"Colon and Rectum"	"21041-21052"	" Austin-Round Rock, TX  "	"12420"	"2001"	"2001"	"85+ years"	"85+"	16
	"Colon and Rectum"	"21041-21052"	" Austin-Round Rock, TX  "	"12420"	"2002"	"2002"	"80-84 years"	"80-84"	21
	"Colon and Rectum"	"21041-21052"	" Austin-Round Rock, TX  "	"12420"	"2002"	"2002"	"85+ years"	"85+"	22
	"Colon and Rectum"	"21041-21052"	" Austin-Round Rock, TX  "	"12420"	"2003"	"2003"	"85+ years"	"85+"	23
	"Colon and Rectum"	"21041-21052"	" Austin-Round Rock, TX  "	"12420"	"2004"	"2004"	"85+ years"	"85+"	20
	"Colon and Rectum"	"21041-21052"	" Austin-Round Rock, TX  "	"12420"	"2007"	"2007"	"85+ years"	"85+"	22
	"Colon and Rectum"	"21041-21052"	" Austin-Round Rock, TX  "	"12420"	"2008"	"2008"	"85+ years"	"85+"	17
	"Colon and Rectum"	"21041-21052"	" Austin-Round Rock, TX  "	"12420"	"2009"	"2009"	"85+ years"	"85+"	27
	"Colon and Rectum"	"21041-21052"	" Austin-Round Rock, TX  "	"12420"	"2010"	"2010"	"75-79 years"	"75-79"	18
	"Colon and Rectum"	"21041-21052"	" Austin-Round Rock, TX  "	"12420"	"2011"	"2011"	"85+ years"	"85+"	18
	"Colon and Rectum"	"21041-21052"	" Austin-Round Rock, TX  "	"12420"	"2012"	"2012"	"85+ years"	"85+"	18
	"Colon and Rectum"	"21041-21052"	" Austin-Round Rock, TX  "	"12420"	"2013"	"2013"	"85+ years"	"85+"	17
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"1999"	"1999"	"60-64 years "	"60-64"	20
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"1999"	"1999"	"65-69 years"	"65-69"	25
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"1999"	"1999"	"70-74 years"	"70-74"	41
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"1999"	"1999"	"75-79 years"	"75-79"	46
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"1999"	"1999"	"80-84 years"	"80-84"	48
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"1999"	"1999"	"85+ years"	"85+"	71
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2000"	"2000"	"55-59 years"	"55-59"	17
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2000"	"2000"	"60-64 years "	"60-64"	20
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2000"	"2000"	"65-69 years"	"65-69"	27
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2000"	"2000"	"70-74 years"	"70-74"	36
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2000"	"2000"	"75-79 years"	"75-79"	51
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2000"	"2000"	"80-84 years"	"80-84"	61
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2000"	"2000"	"85+ years"	"85+"	67
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2001"	"2001"	"60-64 years "	"60-64"	21
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2001"	"2001"	"65-69 years"	"65-69"	30
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2001"	"2001"	"70-74 years"	"70-74"	35
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2001"	"2001"	"75-79 years"	"75-79"	48
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2001"	"2001"	"80-84 years"	"80-84"	45
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2001"	"2001"	"85+ years"	"85+"	88
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2002"	"2002"	"55-59 years"	"55-59"	21
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2002"	"2002"	"60-64 years "	"60-64"	25
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2002"	"2002"	"65-69 years"	"65-69"	18
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2002"	"2002"	"70-74 years"	"70-74"	33
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2002"	"2002"	"75-79 years"	"75-79"	48
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2002"	"2002"	"80-84 years"	"80-84"	52
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2002"	"2002"	"85+ years"	"85+"	70
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2003"	"2003"	"60-64 years "	"60-64"	21
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2003"	"2003"	"65-69 years"	"65-69"	23
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2003"	"2003"	"70-74 years"	"70-74"	41
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2003"	"2003"	"75-79 years"	"75-79"	49
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2003"	"2003"	"80-84 years"	"80-84"	51
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2003"	"2003"	"85+ years"	"85+"	61
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2004"	"2004"	"55-59 years"	"55-59"	17
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2004"	"2004"	"60-64 years "	"60-64"	19
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2004"	"2004"	"65-69 years"	"65-69"	19
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2004"	"2004"	"70-74 years"	"70-74"	28
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2004"	"2004"	"75-79 years"	"75-79"	38
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2004"	"2004"	"80-84 years"	"80-84"	48
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2004"	"2004"	"85+ years"	"85+"	58
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2005"	"2005"	"50-54 years"	"50-54"	22
	"Colon and Rectum"	"21041-21052"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2005"	"2005"	"60-64 years "	"60-64"	23
