"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths
	"Melanoma of the Skin"	"25010"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2012"	"2012"	"Male"	"M"	29
	"Melanoma of the Skin"	"25010"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2013"	"2013"	"Male"	"M"	23
	"Melanoma of the Skin"	"25010"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2000"	"2000"	"Male"	"M"	18
	"Melanoma of the Skin"	"25010"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2004"	"2004"	"Male"	"M"	16
	"Melanoma of the Skin"	"25010"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2008"	"2008"	"Male"	"M"	18
	"Melanoma of the Skin"	"25010"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2009"	"2009"	"Male"	"M"	18
	"Melanoma of the Skin"	"25010"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2012"	"2012"	"Male"	"M"	16
	"Melanoma of the Skin"	"25010"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"1999"	"1999"	"Male"	"M"	53
	"Melanoma of the Skin"	"25010"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2000"	"2000"	"Male"	"M"	44
	"Melanoma of the Skin"	"25010"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2001"	"2001"	"Male"	"M"	57
	"Melanoma of the Skin"	"25010"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2002"	"2002"	"Male"	"M"	43
	"Melanoma of the Skin"	"25010"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2003"	"2003"	"Male"	"M"	47
	"Melanoma of the Skin"	"25010"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2004"	"2004"	"Male"	"M"	64
	"Melanoma of the Skin"	"25010"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2005"	"2005"	"Male"	"M"	59
	"Melanoma of the Skin"	"25010"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2006"	"2006"	"Male"	"M"	56
	"Melanoma of the Skin"	"25010"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2007"	"2007"	"Male"	"M"	71
	"Melanoma of the Skin"	"25010"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2008"	"2008"	"Male"	"M"	57
	"Melanoma of the Skin"	"25010"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2009"	"2009"	"Male"	"M"	57
	"Melanoma of the Skin"	"25010"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2010"	"2010"	"Male"	"M"	57
	"Melanoma of the Skin"	"25010"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2011"	"2011"	"Male"	"M"	63
	"Melanoma of the Skin"	"25010"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2012"	"2012"	"Male"	"M"	60
	"Melanoma of the Skin"	"25010"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2013"	"2013"	"Male"	"M"	65
	"Melanoma of the Skin"	"25010"	" Springfield, MA  "	"44140"	"2001"	"2001"	"Male"	"M"	18
	"Melanoma of the Skin"	"25010"	" Syracuse, NY  "	"45060"	"2003"	"2003"	"Male"	"M"	16
	"Melanoma of the Skin"	"25010"	" Syracuse, NY  "	"45060"	"2013"	"2013"	"Male"	"M"	18
	"Melanoma of the Skin"	"25010"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"1999"	"1999"	"Male"	"M"	69
	"Melanoma of the Skin"	"25010"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2000"	"2000"	"Male"	"M"	55
	"Melanoma of the Skin"	"25010"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2001"	"2001"	"Male"	"M"	58
	"Melanoma of the Skin"	"25010"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2002"	"2002"	"Male"	"M"	53
	"Melanoma of the Skin"	"25010"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2003"	"2003"	"Male"	"M"	60
	"Melanoma of the Skin"	"25010"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2004"	"2004"	"Male"	"M"	63
	"Melanoma of the Skin"	"25010"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2005"	"2005"	"Male"	"M"	63
	"Melanoma of the Skin"	"25010"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2006"	"2006"	"Male"	"M"	75
	"Melanoma of the Skin"	"25010"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2007"	"2007"	"Male"	"M"	77
	"Melanoma of the Skin"	"25010"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2008"	"2008"	"Male"	"M"	62
	"Melanoma of the Skin"	"25010"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2009"	"2009"	"Male"	"M"	61
	"Melanoma of the Skin"	"25010"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2010"	"2010"	"Male"	"M"	71
	"Melanoma of the Skin"	"25010"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2011"	"2011"	"Male"	"M"	88
	"Melanoma of the Skin"	"25010"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2012"	"2012"	"Male"	"M"	82
	"Melanoma of the Skin"	"25010"	" Tampa-St. Petersburg-Clearwater, FL  "	"45300"	"2013"	"2013"	"Male"	"M"	76
	"Melanoma of the Skin"	"25010"	" Toledo, OH  "	"45780"	"2003"	"2003"	"Male"	"M"	18
	"Melanoma of the Skin"	"25010"	" Toledo, OH  "	"45780"	"2009"	"2009"	"Male"	"M"	21
	"Melanoma of the Skin"	"25010"	" Tucson, AZ  "	"46060"	"1999"	"1999"	"Male"	"M"	24
	"Melanoma of the Skin"	"25010"	" Tucson, AZ  "	"46060"	"2000"	"2000"	"Male"	"M"	26
	"Melanoma of the Skin"	"25010"	" Tucson, AZ  "	"46060"	"2001"	"2001"	"Male"	"M"	20
	"Melanoma of the Skin"	"25010"	" Tucson, AZ  "	"46060"	"2002"	"2002"	"Male"	"M"	22
	"Melanoma of the Skin"	"25010"	" Tucson, AZ  "	"46060"	"2003"	"2003"	"Male"	"M"	22
	"Melanoma of the Skin"	"25010"	" Tucson, AZ  "	"46060"	"2005"	"2005"	"Male"	"M"	19
	"Melanoma of the Skin"	"25010"	" Tucson, AZ  "	"46060"	"2006"	"2006"	"Male"	"M"	32
	"Melanoma of the Skin"	"25010"	" Tucson, AZ  "	"46060"	"2007"	"2007"	"Male"	"M"	25
	"Melanoma of the Skin"	"25010"	" Tucson, AZ  "	"46060"	"2008"	"2008"	"Male"	"M"	22
	"Melanoma of the Skin"	"25010"	" Tucson, AZ  "	"46060"	"2009"	"2009"	"Male"	"M"	33
	"Melanoma of the Skin"	"25010"	" Tucson, AZ  "	"46060"	"2010"	"2010"	"Male"	"M"	22
	"Melanoma of the Skin"	"25010"	" Tucson, AZ  "	"46060"	"2011"	"2011"	"Male"	"M"	31
	"Melanoma of the Skin"	"25010"	" Tucson, AZ  "	"46060"	"2012"	"2012"	"Male"	"M"	31
	"Melanoma of the Skin"	"25010"	" Tucson, AZ  "	"46060"	"2013"	"2013"	"Male"	"M"	18
	"Melanoma of the Skin"	"25010"	" Tulsa, OK  "	"46140"	"1999"	"1999"	"Male"	"M"	19
	"Melanoma of the Skin"	"25010"	" Tulsa, OK  "	"46140"	"2000"	"2000"	"Male"	"M"	28
	"Melanoma of the Skin"	"25010"	" Tulsa, OK  "	"46140"	"2001"	"2001"	"Male"	"M"	22
	"Melanoma of the Skin"	"25010"	" Tulsa, OK  "	"46140"	"2002"	"2002"	"Male"	"M"	19
	"Melanoma of the Skin"	"25010"	" Tulsa, OK  "	"46140"	"2003"	"2003"	"Male"	"M"	23
	"Melanoma of the Skin"	"25010"	" Tulsa, OK  "	"46140"	"2005"	"2005"	"Male"	"M"	25
	"Melanoma of the Skin"	"25010"	" Tulsa, OK  "	"46140"	"2006"	"2006"	"Male"	"M"	18
	"Melanoma of the Skin"	"25010"	" Tulsa, OK  "	"46140"	"2007"	"2007"	"Male"	"M"	28
	"Melanoma of the Skin"	"25010"	" Tulsa, OK  "	"46140"	"2010"	"2010"	"Male"	"M"	22
	"Melanoma of the Skin"	"25010"	" Tulsa, OK  "	"46140"	"2011"	"2011"	"Male"	"M"	25
	"Melanoma of the Skin"	"25010"	" Tulsa, OK  "	"46140"	"2012"	"2012"	"Male"	"M"	24
	"Melanoma of the Skin"	"25010"	" Tulsa, OK  "	"46140"	"2013"	"2013"	"Male"	"M"	24
	"Melanoma of the Skin"	"25010"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"1999"	"1999"	"Male"	"M"	28
	"Melanoma of the Skin"	"25010"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2000"	"2000"	"Male"	"M"	20
	"Melanoma of the Skin"	"25010"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2001"	"2001"	"Male"	"M"	17
	"Melanoma of the Skin"	"25010"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2002"	"2002"	"Male"	"M"	19
	"Melanoma of the Skin"	"25010"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2003"	"2003"	"Male"	"M"	31
	"Melanoma of the Skin"	"25010"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2004"	"2004"	"Male"	"M"	27
	"Melanoma of the Skin"	"25010"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2005"	"2005"	"Male"	"M"	29
	"Melanoma of the Skin"	"25010"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2006"	"2006"	"Male"	"M"	28
	"Melanoma of the Skin"	"25010"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2007"	"2007"	"Male"	"M"	23
	"Melanoma of the Skin"	"25010"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2008"	"2008"	"Male"	"M"	32
	"Melanoma of the Skin"	"25010"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2009"	"2009"	"Male"	"M"	35
	"Melanoma of the Skin"	"25010"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2010"	"2010"	"Male"	"M"	39
	"Melanoma of the Skin"	"25010"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2011"	"2011"	"Male"	"M"	26
	"Melanoma of the Skin"	"25010"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2012"	"2012"	"Male"	"M"	36
	"Melanoma of the Skin"	"25010"	" Virginia Beach-Norfolk-Newport News, VA-NC  "	"47260"	"2013"	"2013"	"Male"	"M"	29
	"Melanoma of the Skin"	"25010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"1999"	"1999"	"Male"	"M"	54
	"Melanoma of the Skin"	"25010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2000"	"2000"	"Male"	"M"	68
	"Melanoma of the Skin"	"25010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2001"	"2001"	"Male"	"M"	56
	"Melanoma of the Skin"	"25010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2002"	"2002"	"Male"	"M"	62
	"Melanoma of the Skin"	"25010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2003"	"2003"	"Male"	"M"	64
	"Melanoma of the Skin"	"25010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2004"	"2004"	"Male"	"M"	72
	"Melanoma of the Skin"	"25010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2005"	"2005"	"Male"	"M"	64
	"Melanoma of the Skin"	"25010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2006"	"2006"	"Male"	"M"	68
	"Melanoma of the Skin"	"25010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2007"	"2007"	"Male"	"M"	74
	"Melanoma of the Skin"	"25010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2008"	"2008"	"Male"	"M"	76
	"Melanoma of the Skin"	"25010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2009"	"2009"	"Male"	"M"	71
	"Melanoma of the Skin"	"25010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2010"	"2010"	"Male"	"M"	79
	"Melanoma of the Skin"	"25010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2011"	"2011"	"Male"	"M"	67
	"Melanoma of the Skin"	"25010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2012"	"2012"	"Male"	"M"	66
	"Melanoma of the Skin"	"25010"	" Washington-Arlington-Alexandria, DC-VA-MD-WV  "	"47900"	"2013"	"2013"	"Male"	"M"	77
	"Melanoma of the Skin"	"25010"	" Wichita, KS  "	"48620"	"2007"	"2007"	"Male"	"M"	18
	"Melanoma of the Skin"	"25010"	" Wichita, KS  "	"48620"	"2013"	"2013"	"Male"	"M"	18
	"Melanoma of the Skin"	"25010"	" Winston-Salem, NC  "	"49180"	"2008"	"2008"	"Male"	"M"	17
	"Melanoma of the Skin"	"25010"	" Winston-Salem, NC  "	"49180"	"2009"	"2009"	"Male"	"M"	19
	"Melanoma of the Skin"	"25010"	" Winston-Salem, NC  "	"49180"	"2010"	"2010"	"Male"	"M"	19
	"Melanoma of the Skin"	"25010"	" Winston-Salem, NC  "	"49180"	"2011"	"2011"	"Male"	"M"	22
	"Melanoma of the Skin"	"25010"	" Worcester, MA-CT  "	"49340"	"2000"	"2000"	"Male"	"M"	16
	"Melanoma of the Skin"	"25010"	" Worcester, MA-CT  "	"49340"	"2002"	"2002"	"Male"	"M"	18
	"Melanoma of the Skin"	"25010"	" Worcester, MA-CT  "	"49340"	"2003"	"2003"	"Male"	"M"	23
	"Melanoma of the Skin"	"25010"	" Worcester, MA-CT  "	"49340"	"2004"	"2004"	"Male"	"M"	18
	"Melanoma of the Skin"	"25010"	" Worcester, MA-CT  "	"49340"	"2005"	"2005"	"Male"	"M"	19
	"Melanoma of the Skin"	"25010"	" Worcester, MA-CT  "	"49340"	"2007"	"2007"	"Male"	"M"	20
	"Melanoma of the Skin"	"25010"	" Worcester, MA-CT  "	"49340"	"2008"	"2008"	"Male"	"M"	17
	"Melanoma of the Skin"	"25010"	" Worcester, MA-CT  "	"49340"	"2009"	"2009"	"Male"	"M"	19
	"Melanoma of the Skin"	"25010"	" Worcester, MA-CT  "	"49340"	"2010"	"2010"	"Male"	"M"	17
	"Melanoma of the Skin"	"25010"	" Worcester, MA-CT  "	"49340"	"2013"	"2013"	"Male"	"M"	17
	"Melanoma of the Skin"	"25010"	" Youngstown-Warren-Boardman, OH-PA  "	"49660"	"2007"	"2007"	"Male"	"M"	17
	"Melanoma of the Skin"	"25010"	" Youngstown-Warren-Boardman, OH-PA  "	"49660"	"2009"	"2009"	"Male"	"M"	19
	"Melanoma of the Skin"	"25010"	" Youngstown-Warren-Boardman, OH-PA  "	"49660"	"2013"	"2013"	"Male"	"M"	16
	"Melanoma of the Skin"	"25010"	"Other"	"99999"	"1999"	"1999"	"Male"	"M"	1756
	"Melanoma of the Skin"	"25010"	"Other"	"99999"	"2000"	"2000"	"Male"	"M"	1804
	"Melanoma of the Skin"	"25010"	"Other"	"99999"	"2001"	"2001"	"Male"	"M"	1903
	"Melanoma of the Skin"	"25010"	"Other"	"99999"	"2002"	"2002"	"Male"	"M"	1877
	"Melanoma of the Skin"	"25010"	"Other"	"99999"	"2003"	"2003"	"Male"	"M"	1985
	"Melanoma of the Skin"	"25010"	"Other"	"99999"	"2004"	"2004"	"Male"	"M"	1955
	"Melanoma of the Skin"	"25010"	"Other"	"99999"	"2005"	"2005"	"Male"	"M"	2099
	"Melanoma of the Skin"	"25010"	"Other"	"99999"	"2006"	"2006"	"Male"	"M"	2151
	"Melanoma of the Skin"	"25010"	"Other"	"99999"	"2007"	"2007"	"Male"	"M"	2203
	"Melanoma of the Skin"	"25010"	"Other"	"99999"	"2008"	"2008"	"Male"	"M"	2242
	"Melanoma of the Skin"	"25010"	"Other"	"99999"	"2009"	"2009"	"Male"	"M"	2402
	"Melanoma of the Skin"	"25010"	"Other"	"99999"	"2010"	"2010"	"Male"	"M"	2370
	"Melanoma of the Skin"	"25010"	"Other"	"99999"	"2011"	"2011"	"Male"	"M"	2378
	"Melanoma of the Skin"	"25010"	"Other"	"99999"	"2012"	"2012"	"Male"	"M"	2359
	"Melanoma of the Skin"	"25010"	"Other"	"99999"	"2013"	"2013"	"Male"	"M"	2493
	"Myeloma"	"34000"	" Akron, OH  "	"10420"	"2003"	"2003"	"Male"	"M"	18
	"Myeloma"	"34000"	" Akron, OH  "	"10420"	"2004"	"2004"	"Male"	"M"	18
	"Myeloma"	"34000"	" Akron, OH  "	"10420"	"2006"	"2006"	"Male"	"M"	16
	"Myeloma"	"34000"	" Akron, OH  "	"10420"	"2008"	"2008"	"Male"	"M"	18
	"Myeloma"	"34000"	" Akron, OH  "	"10420"	"2009"	"2009"	"Male"	"M"	16
	"Myeloma"	"34000"	" Akron, OH  "	"10420"	"2010"	"2010"	"Male"	"M"	19
	"Myeloma"	"34000"	" Akron, OH  "	"10420"	"2011"	"2011"	"Male"	"M"	20
	"Myeloma"	"34000"	" Akron, OH  "	"10420"	"2012"	"2012"	"Male"	"M"	16
	"Myeloma"	"34000"	" Akron, OH  "	"10420"	"2013"	"2013"	"Male"	"M"	19
	"Myeloma"	"34000"	" Albany-Schenectady-Troy, NY  "	"10580"	"1999"	"1999"	"Male"	"M"	18
	"Myeloma"	"34000"	" Albany-Schenectady-Troy, NY  "	"10580"	"2003"	"2003"	"Male"	"M"	16
	"Myeloma"	"34000"	" Albany-Schenectady-Troy, NY  "	"10580"	"2004"	"2004"	"Male"	"M"	17
	"Myeloma"	"34000"	" Albany-Schenectady-Troy, NY  "	"10580"	"2005"	"2005"	"Male"	"M"	16
	"Myeloma"	"34000"	" Albany-Schenectady-Troy, NY  "	"10580"	"2006"	"2006"	"Male"	"M"	19
	"Myeloma"	"34000"	" Albany-Schenectady-Troy, NY  "	"10580"	"2008"	"2008"	"Male"	"M"	17
	"Myeloma"	"34000"	" Albany-Schenectady-Troy, NY  "	"10580"	"2009"	"2009"	"Male"	"M"	20
	"Myeloma"	"34000"	" Albany-Schenectady-Troy, NY  "	"10580"	"2012"	"2012"	"Male"	"M"	19
	"Myeloma"	"34000"	" Albany-Schenectady-Troy, NY  "	"10580"	"2013"	"2013"	"Male"	"M"	18
	"Myeloma"	"34000"	" Albuquerque, NM  "	"10740"	"2002"	"2002"	"Male"	"M"	16
	"Myeloma"	"34000"	" Albuquerque, NM  "	"10740"	"2004"	"2004"	"Male"	"M"	16
	"Myeloma"	"34000"	" Albuquerque, NM  "	"10740"	"2006"	"2006"	"Male"	"M"	16
	"Myeloma"	"34000"	" Albuquerque, NM  "	"10740"	"2008"	"2008"	"Male"	"M"	21
	"Myeloma"	"34000"	" Albuquerque, NM  "	"10740"	"2009"	"2009"	"Male"	"M"	18
	"Myeloma"	"34000"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2006"	"2006"	"Male"	"M"	19
	"Myeloma"	"34000"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2007"	"2007"	"Male"	"M"	21
	"Myeloma"	"34000"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2009"	"2009"	"Male"	"M"	17
	"Myeloma"	"34000"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2010"	"2010"	"Male"	"M"	21
	"Myeloma"	"34000"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2012"	"2012"	"Male"	"M"	20
	"Myeloma"	"34000"	" Allentown-Bethlehem-Easton, PA-NJ  "	"10900"	"2013"	"2013"	"Male"	"M"	26
	"Myeloma"	"34000"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"1999"	"1999"	"Male"	"M"	51
	"Myeloma"	"34000"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2000"	"2000"	"Male"	"M"	62
	"Myeloma"	"34000"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2001"	"2001"	"Male"	"M"	65
	"Myeloma"	"34000"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2002"	"2002"	"Male"	"M"	70
	"Myeloma"	"34000"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2003"	"2003"	"Male"	"M"	67
	"Myeloma"	"34000"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2004"	"2004"	"Male"	"M"	63
	"Myeloma"	"34000"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2005"	"2005"	"Male"	"M"	62
	"Myeloma"	"34000"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2006"	"2006"	"Male"	"M"	68
	"Myeloma"	"34000"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2007"	"2007"	"Male"	"M"	58
	"Myeloma"	"34000"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2008"	"2008"	"Male"	"M"	68
	"Myeloma"	"34000"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2009"	"2009"	"Male"	"M"	62
	"Myeloma"	"34000"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2010"	"2010"	"Male"	"M"	83
	"Myeloma"	"34000"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2011"	"2011"	"Male"	"M"	94
	"Myeloma"	"34000"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2012"	"2012"	"Male"	"M"	97
	"Myeloma"	"34000"	" Atlanta-Sandy Springs-Roswell, GA  "	"12060"	"2013"	"2013"	"Male"	"M"	102
	"Myeloma"	"34000"	" Augusta-Richmond County, GA-SC  "	"12260"	"2013"	"2013"	"Male"	"M"	16
	"Myeloma"	"34000"	" Austin-Round Rock, TX  "	"12420"	"1999"	"1999"	"Male"	"M"	16
	"Myeloma"	"34000"	" Austin-Round Rock, TX  "	"12420"	"2002"	"2002"	"Male"	"M"	17
	"Myeloma"	"34000"	" Austin-Round Rock, TX  "	"12420"	"2006"	"2006"	"Male"	"M"	18
	"Myeloma"	"34000"	" Austin-Round Rock, TX  "	"12420"	"2007"	"2007"	"Male"	"M"	22
	"Myeloma"	"34000"	" Austin-Round Rock, TX  "	"12420"	"2008"	"2008"	"Male"	"M"	16
	"Myeloma"	"34000"	" Austin-Round Rock, TX  "	"12420"	"2011"	"2011"	"Male"	"M"	24
	"Myeloma"	"34000"	" Austin-Round Rock, TX  "	"12420"	"2012"	"2012"	"Male"	"M"	32
	"Myeloma"	"34000"	" Austin-Round Rock, TX  "	"12420"	"2013"	"2013"	"Male"	"M"	25
	"Myeloma"	"34000"	" Bakersfield, CA  "	"12540"	"2003"	"2003"	"Male"	"M"	16
	"Myeloma"	"34000"	" Baltimore-Columbia-Towson, MD  "	"12580"	"1999"	"1999"	"Male"	"M"	57
	"Myeloma"	"34000"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2000"	"2000"	"Male"	"M"	51
	"Myeloma"	"34000"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2001"	"2001"	"Male"	"M"	48
	"Myeloma"	"34000"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2002"	"2002"	"Male"	"M"	45
	"Myeloma"	"34000"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2003"	"2003"	"Male"	"M"	53
	"Myeloma"	"34000"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2004"	"2004"	"Male"	"M"	46
	"Myeloma"	"34000"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2005"	"2005"	"Male"	"M"	58
	"Myeloma"	"34000"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2006"	"2006"	"Male"	"M"	51
	"Myeloma"	"34000"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2007"	"2007"	"Male"	"M"	52
	"Myeloma"	"34000"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2008"	"2008"	"Male"	"M"	52
	"Myeloma"	"34000"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2009"	"2009"	"Male"	"M"	50
	"Myeloma"	"34000"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2010"	"2010"	"Male"	"M"	53
	"Myeloma"	"34000"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2011"	"2011"	"Male"	"M"	57
	"Myeloma"	"34000"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2012"	"2012"	"Male"	"M"	55
	"Myeloma"	"34000"	" Baltimore-Columbia-Towson, MD  "	"12580"	"2013"	"2013"	"Male"	"M"	51
	"Myeloma"	"34000"	" Baton Rouge, LA  "	"12940"	"2005"	"2005"	"Male"	"M"	16
	"Myeloma"	"34000"	" Baton Rouge, LA  "	"12940"	"2008"	"2008"	"Male"	"M"	18
	"Myeloma"	"34000"	" Baton Rouge, LA  "	"12940"	"2011"	"2011"	"Male"	"M"	20
	"Myeloma"	"34000"	" Birmingham-Hoover, AL  "	"13820"	"1999"	"1999"	"Male"	"M"	17
	"Myeloma"	"34000"	" Birmingham-Hoover, AL  "	"13820"	"2000"	"2000"	"Male"	"M"	21
	"Myeloma"	"34000"	" Birmingham-Hoover, AL  "	"13820"	"2001"	"2001"	"Male"	"M"	17
	"Myeloma"	"34000"	" Birmingham-Hoover, AL  "	"13820"	"2002"	"2002"	"Male"	"M"	19
	"Myeloma"	"34000"	" Birmingham-Hoover, AL  "	"13820"	"2003"	"2003"	"Male"	"M"	28
	"Myeloma"	"34000"	" Birmingham-Hoover, AL  "	"13820"	"2004"	"2004"	"Male"	"M"	31
	"Myeloma"	"34000"	" Birmingham-Hoover, AL  "	"13820"	"2005"	"2005"	"Male"	"M"	24
	"Myeloma"	"34000"	" Birmingham-Hoover, AL  "	"13820"	"2006"	"2006"	"Male"	"M"	25
	"Myeloma"	"34000"	" Birmingham-Hoover, AL  "	"13820"	"2007"	"2007"	"Male"	"M"	29
	"Myeloma"	"34000"	" Birmingham-Hoover, AL  "	"13820"	"2008"	"2008"	"Male"	"M"	34
	"Myeloma"	"34000"	" Birmingham-Hoover, AL  "	"13820"	"2009"	"2009"	"Male"	"M"	20
	"Myeloma"	"34000"	" Birmingham-Hoover, AL  "	"13820"	"2010"	"2010"	"Male"	"M"	22
	"Myeloma"	"34000"	" Birmingham-Hoover, AL  "	"13820"	"2011"	"2011"	"Male"	"M"	26
	"Myeloma"	"34000"	" Birmingham-Hoover, AL  "	"13820"	"2012"	"2012"	"Male"	"M"	35
	"Myeloma"	"34000"	" Birmingham-Hoover, AL  "	"13820"	"2013"	"2013"	"Male"	"M"	34
	"Myeloma"	"34000"	" Boise City, ID  "	"14260"	"2013"	"2013"	"Male"	"M"	17
	"Myeloma"	"34000"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"1999"	"1999"	"Male"	"M"	73
	"Myeloma"	"34000"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2000"	"2000"	"Male"	"M"	75
	"Myeloma"	"34000"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2001"	"2001"	"Male"	"M"	72
	"Myeloma"	"34000"	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"2002"	"2002"	"Male"	"M"	95
